Row.names	SAMN14088077	SAMN14088076	SAMN14088075	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
PACS2	11.613724	11.209198	11.81671	11.613724	ENSG00000179364	protein_coding	chr14	105300563	105398147	chr14:105300563	PACS2	protein_coding	chr14	105300563	105398147	chr14:105300563	ENSG00000179364
PACSIN2	32.2809144147	32.40254430578	33.45558282674	32.40254430578	ENSG00000100266	protein_coding	chr22	42835412	43015145	chr22:42835412	PACSIN2	protein_coding	chr22	42835412	43015149	chr22:42835412	ENSG00000100266
PACSIN3	9.11425	10.07558	11.00631	10.07558	ENSG00000165912	protein_coding	chr11	47177525	47186443	chr11:47177525	PACSIN3	protein_coding	chr11	47177522	47186443	chr11:47177522	ENSG00000165912
PAF1	67.11679	65.90591	65.97125	65.97125	ENSG00000006712	protein_coding	chr19	39385852	39391195	chr19:39385852	PAF1	protein_coding	chr19	39385629	39391154	chr19:39385629	ENSG00000006712
PAFAH1B1	67.0493	65.9467	65.6955	65.9467	ENSG00000007168	protein_coding	chr17	2593210	2685615	chr17:2593210	PAFAH1B1	protein_coding	chr17	2593210	2685615	chr17:2593210	ENSG00000007168
PAFAH1B2	85.374424	85.844544	86.920982	85.844544	ENSG00000168092	protein_coding	chr11	117144267	117176894	chr11:117144267	PAFAH1B2	protein_coding	chr11	117144284	117176894	chr11:117144284	ENSG00000168092
PAFAH1B3	44.01394	41.41511	44.16731	44.01394	ENSG00000079462	protein_coding	chr19	42297033	42303546	chr19:42297033	PAFAH1B3	protein_coding	chr19	42297033	42303546	chr19:42297033	ENSG00000079462
PAFAH2	5.54315	5.225612	5.87818	5.54315	ENSG00000158006	protein_coding	chr1	25959767	25998157	chr1:25959767	PAFAH2	protein_coding	chr1	25959767	25998117	chr1:25959767	ENSG00000158006
PAG1	7.43973	7.57212	7.74944	7.57212	ENSG00000076641	protein_coding	chr8	80967810	81112068	chr8:80967810	PAG1	protein_coding	chr8	80967810	81112068	chr8:80967810	ENSG00000076641
PAGR1	85.582	89.9481	85.2103	85.582	ENSG00000280789	protein_coding	chr16	29815952	29820117	chr16:29815952	PAGR1	protein_coding	chr16	29816152	29822489	chr16:29816152	ENSG00000280789
PAICS	453.82668	443.13946	439.521718006	443.13946	ENSG00000128050	protein_coding	chr4	56435741	56464579	chr4:56435741	PAICS	protein_coding	chr4	56435741	56464578	chr4:56435741	ENSG00000128050
PAIP1	124.306169	129.095624	126.60939	126.60939	ENSG00000172239	protein_coding	chr5	43526267	43557758	chr5:43526267	PAIP1	protein_coding	chr5	43526267	43557758	chr5:43526267	ENSG00000172239
PAIP2	145.373775	150.1594702	148.13096	148.13096	ENSG00000120727	protein_coding	chr5	139341587	139369720	chr5:139341587	PAIP2	protein_coding	chr5	139341587	139369720	chr5:139341587	ENSG00000120727
PAIP2B	7.2808	6.68239	7.48956	7.2808	ENSG00000124374	protein_coding	chr2	71182739	71227083	chr2:71182739	PAIP2B	protein_coding	chr2	71182738	71227103	chr2:71182738	ENSG00000124374
PAK1	30.13253	29.58165	30.60613	30.13253	ENSG00000149269	protein_coding	chr11	77321707	77474635	chr11:77321707	PAK1	protein_coding	chr11	77322017	77474635	chr11:77322017	ENSG00000149269
PAK1IP1	73.5053	76.5134	74.0406	74.0406	ENSG00000111845	protein_coding	chr6	10694695	10709782	chr6:10694695	PAK1IP1	protein_coding	chr6	10694972	10709782	chr6:10694972	ENSG00000111845
PAK2	33.7911	32.8958	33.0289	33.0289	ENSG00000180370	protein_coding	chr3	196739857	196832647	chr3:196739857	PAK2	protein_coding	chr3	196739857	196832647	chr3:196739857	ENSG00000180370
PAK4	26.952338	27.640663	27.240523	27.240523	ENSG00000130669	protein_coding	chr19	39125770	39182816	chr19:39125770	PAK4	protein_coding	chr19	39125770	39182816	chr19:39125770	ENSG00000130669
PALB2	17.45467	16.950316	17.08945	17.08945	ENSG00000083093	protein_coding	chr16	23603160	23641310	chr16:23603160	PALB2	protein_coding	chr16	23603160	23641321	chr16:23603160	ENSG00000083093
PALD1	9.56797	9.79137	10.0581	9.79137	ENSG00000107719	protein_coding	chr10	70478821	70568449	chr10:70478821	PALD1	protein_coding	chr10	70478767	70668754	chr10:70478767	ENSG00000107719
PALLD	26.66732	27.4816564	26.6062958	26.66732	ENSG00000129116	protein_coding	chr4	168497066	168928457	chr4:168497066	PALLD	protein_coding	chr4	168497052	168928457	chr4:168497052	ENSG00000129116
PALM	5.66918900034462	6.45065197	5.9799351	5.9799351	ENSG00000099864	protein_coding	chr19	708939	748329	chr19:708939	PALM	protein_coding	chr19	708935	748329	chr19:708935	ENSG00000099864
PALM3	1.95123	1.89072	2.32018	1.95123	ENSG00000187867	protein_coding	chr19	14053365	14059159	chr19:14053365	PALM3	protein_coding	chr19	14053363	14062076	chr19:14053363	ENSG00000187867
PAM	31.350477	29.793212	28.939941	29.793212	ENSG00000145730	protein_coding	chr5	102753981	103031105	chr5:102753981	PAM	protein_coding	chr5	102753981	103029730	chr5:102753981	ENSG00000145730
PAM16	68.39549	69.475475	77.84089	69.475475	ENSG00000217930	protein_coding	chr16	4331549	4355607	chr16:4331549	PAM16	protein_coding	chr16	4331549	4355607	chr16:4331549	ENSG00000217930
PAN2	10.45029	10.8895580043057	11.359406	10.8895580043057	ENSG00000135473	protein_coding	chr12	56316223	56334053	chr12:56316223	PAN2	protein_coding	chr12	56316223	56334053	chr12:56316223	ENSG00000135473
PAN3	22.43853	20.53039	21.63503	21.63503	ENSG00000152520	protein_coding	chr13	28138506	28295335	chr13:28138506	PAN3	protein_coding	chr13	28138506	28295335	chr13:28138506	ENSG00000152520
PAN3-AS1	1.90323	1.17624	1.28647	1.28647	ENSG00000261485	antisense	chr13	28136843	28138193	chr13:28136843	PAN3-AS1	lncRNA	chr13	28136843	28138193	chr13:28136843	ENSG00000261485
PANK1	17.2213980045627	16.640561	16.481435	16.640561	ENSG00000152782	protein_coding	chr10	89579497	89645572	chr10:89579497	PANK1	protein_coding	chr10	89582988	89645242	chr10:89582988	ENSG00000152782
PANK2	33.57587	35.097724	34.341602	34.341602	ENSG00000125779	protein_coding	chr20	3888839	3929882	chr20:3888839	PANK2	protein_coding	chr20	3888839	3929887	chr20:3888839	ENSG00000125779
PANK3	49.4998	49.2261	47.8273	49.2261	ENSG00000120137	protein_coding	chr5	168548495	168579600	chr5:168548495	PANK3	protein_coding	chr5	168548495	168579368	chr5:168548495	ENSG00000120137
PANK4	14.7019	15.1015	14.5633	14.7019	ENSG00000157881	protein_coding	chr1	2508533	2526628	chr1:2508533	PANK4	protein_coding	chr1	2508537	2526597	chr1:2508537	ENSG00000157881
PANX1	11.8487	10.6057	11.3078	11.3078	ENSG00000110218	protein_coding	chr11	94128928	94181972	chr11:94128928	PANX1	protein_coding	chr11	94128841	94181968	chr11:94128841	ENSG00000110218
PANX2	3.06912000084446	3.35182	3.22255263518	3.22255263518	ENSG00000073150	protein_coding	chr22	50170731	50180294	chr22:50170731	PANX2	protein_coding	chr22	50170731	50180295	chr22:50170731	ENSG00000073150
PAOX	1.783429	2.11458	1.94517	1.94517	ENSG00000148832	protein_coding	chr10	133379234	133391694	chr10:133379234	PAOX	protein_coding	chr10	133379261	133391694	chr10:133379261	ENSG00000148832
PAPD4	31.550749	33.44226	32.91165	32.91165	ENSG00000164329	protein_coding	chr5	79612120	79686648	chr5:79612120	TENT2	protein_coding	chr5	79612120	79688246	chr5:79612120	ENSG00000164329
PAPD5	20.9294	20.2519	20.376	20.376	ENSG00000121274	protein_coding	chr16	50152918	50235310	chr16:50152918	TENT4B	protein_coding	chr16	50152911	50235310	chr16:50152911	ENSG00000121274
PAPD7	16.51979	17.01681	19.48771	17.01681	ENSG00000112941	protein_coding	chr5	6713007	6757048	chr5:6713007	TENT4A	protein_coding	chr5	6713432	6757044	chr5:6713432	ENSG00000112941
PAPOLA	194.70916	194.8114	189.93183	194.70916	ENSG00000090060	protein_coding	chr14	96501433	96567111	chr14:96501433	PAPOLA	protein_coding	chr14	96501433	96567116	chr14:96501433	ENSG00000090060
PAPOLG	17.0697	16.5773	15.0926	16.5773	ENSG00000115421	protein_coding	chr2	60756230	60802085	chr2:60756230	PAPOLG	protein_coding	chr2	60756253	60802086	chr2:60756253	ENSG00000115421
PAPSS1	36.1546	36.2439	36.6356	36.2439	ENSG00000138801	protein_coding	chr4	107590276	107720452	chr4:107590276	PAPSS1	protein_coding	chr4	107590276	107720234	chr4:107590276	ENSG00000138801
PAPSS2	13.99614	12.59647	13.60441	13.60441	ENSG00000198682	protein_coding	chr10	87659613	87747705	chr10:87659613	PAPSS2	protein_coding	chr10	87659613	87747705	chr10:87659613	ENSG00000198682
PAQR3	24.72956	24.45704	23.35732	24.45704	ENSG00000163291	protein_coding	chr4	78887127	78939438	chr4:78887127	PAQR3	protein_coding	chr4	78887127	78939438	chr4:78887127	ENSG00000163291
PAQR4	19.306595	18.78853	20.083705	19.306595	ENSG00000162073	protein_coding	chr16	2969245	2973489	chr16:2969245	PAQR4	protein_coding	chr16	2969270	2973484	chr16:2969270	ENSG00000162073
PAQR5	6.908417	6.662615	6.612292	6.662615	ENSG00000137819	protein_coding	chr15	69298947	69407780	chr15:69298947	PAQR5	protein_coding	chr15	69298912	69407780	chr15:69298912	ENSG00000137819
PAQR6	1.252410342473	1.214291	1.106595	1.214291	ENSG00000160781	protein_coding	chr1	156243321	156248117	chr1:156243321	PAQR6	protein_coding	chr1	156243320	156248117	chr1:156243320	ENSG00000160781
PAQR7	3.23814	3.33271	3.42687	3.33271	ENSG00000182749	protein_coding	chr1	25861210	25871253	chr1:25861210	PAQR7	protein_coding	chr1	25861484	25875708	chr1:25861484	ENSG00000182749
PAQR8	5.05396	5.74731	4.97417	5.05396	ENSG00000170915	protein_coding	chr6	52361421	52407777	chr6:52361421	PAQR8	protein_coding	chr6	52361421	52407777	chr6:52361421	ENSG00000170915
PAQR9	1.08406	1.224	1.20494	1.20494	ENSG00000188582	protein_coding	chr3	142949164	142963682	chr3:142949164	PAQR9	protein_coding	chr3	142949164	142963674	chr3:142949164	ENSG00000188582
PAQR9-AS1	1.80682	1.22188	0.654509	1.22188	ENSG00000241570	antisense	chr3	142960650	143001559	chr3:142960650	PAQR9-AS1	lncRNA	chr3	142960650	143001559	chr3:142960650	ENSG00000241570
PARD3	24.4742151669874	22.723981760985	23.5898520609616	23.5898520609616	ENSG00000148498	protein_coding	chr10	34109560	34815325	chr10:34109560	PARD3	protein_coding	chr10	34109560	34815325	chr10:34109560	ENSG00000148498
PARD3B	2.3843860072154	2.015645004	2.29715402008113	2.29715402008113	ENSG00000116117	protein_coding	chr2	204545793	205620162	chr2:204545793	PARD3B	protein_coding	chr2	204545475	205620162	chr2:204545475	ENSG00000116117
PARD6A	2.641033069	3.158511	3.019043	3.019043	ENSG00000102981	protein_coding	chr16	67660946	67662778	chr16:67660946	PARD6A	protein_coding	chr16	67660946	67662774	chr16:67660946	ENSG00000102981
PARD6B	6.00095	5.43894	5.72646	5.72646	ENSG00000124171	protein_coding	chr20	50731544	50756795	chr20:50731544	PARD6B	protein_coding	chr20	50731580	50756795	chr20:50731580	ENSG00000124171
PARD6G	5.099531	4.966654	4.920937	4.966654	ENSG00000178184	protein_coding	chr18	80157232	80247546	chr18:80157232	PARD6G	protein_coding	chr18	80157232	80247514	chr18:80157232	ENSG00000178184
PARG	30.54892	31.80816	29.25817	30.54892	ENSG00000227345	protein_coding	chr10	49818279	49970203	chr10:49818279	PARG	protein_coding	chr10	49818279	49970203	chr10:49818279	ENSG00000227345
PARK7	452.90526	463.24436	461.39921	461.39921	ENSG00000116288	protein_coding	chr1	7954291	7985505	chr1:7954291	PARK7	protein_coding	chr1	7954291	7985505	chr1:7954291	ENSG00000116288
PARL	48.12722	49.0352	45.3225	48.12722	ENSG00000175193	protein_coding	chr3	183829385	183884933	chr3:183829385	PARL	protein_coding	chr3	183829271	183884933	chr3:183829271	ENSG00000175193
PARM1	5.52755	5.75901	5.782094	5.75901	ENSG00000169116	protein_coding	chr4	74933095	75050115	chr4:74933095	PARM1	protein_coding	chr4	74933095	75050115	chr4:74933095	ENSG00000169116
PARN	41.8834	40.1788	41.9723808337	41.8834	ENSG00000140694	protein_coding	chr16	14435701	14632728	chr16:14435701	PARN	protein_coding	chr16	14435700	14632728	chr16:14435700	ENSG00000140694
PARP1	669.358034	662.978954	673.903688	669.358034	ENSG00000143799	protein_coding	chr1	226360691	226408079	chr1:226360691	PARP1	protein_coding	chr1	226360210	226408154	chr1:226360210	ENSG00000143799
PARP11	6.57529	6.80536	7.46725	6.80536	ENSG00000111224	protein_coding	chr12	3791047	3873448	chr12:3791047	PARP11	protein_coding	chr12	3791047	3873448	chr12:3791047	ENSG00000111224
PARP16	8.95959	8.70174	9.11364	8.95959	ENSG00000138617	protein_coding	chr15	65234460	65300618	chr15:65234460	PARP16	protein_coding	chr15	65234460	65300618	chr15:65234460	ENSG00000138617
PARP2	58.61302	58.9683	60.12429	58.9683	ENSG00000129484	protein_coding	chr14	20343582	20357905	chr14:20343582	PARP2	protein_coding	chr14	20343615	20357904	chr14:20343615	ENSG00000129484
PARP3	5.454262	5.49407	5.25006	5.454262	ENSG00000041880	protein_coding	chr3	51942345	51948867	chr3:51942345	PARP3	protein_coding	chr3	51942345	51948867	chr3:51942345	ENSG00000041880
PARP4	16.9192	16.0844	17.7157	16.9192	ENSG00000102699	protein_coding	chr13	24420926	24512810	chr13:24420926	PARP4	protein_coding	chr13	24420931	24512778	chr13:24420931	ENSG00000102699
PARP6	25.21599	24.89989	26.2118100618866	25.21599	ENSG00000137817	protein_coding	chr15	72241181	72272999	chr15:72241181	PARP6	protein_coding	chr15	72241181	72272999	chr15:72241181	ENSG00000137817
PARP8	9.71739	9.423942279	10.990857	9.71739	ENSG00000151883	protein_coding	chr5	50665899	50846522	chr5:50665899	PARP8	protein_coding	chr5	50665899	50846519	chr5:50665899	ENSG00000151883
PARP9	3.051228	2.58962888318	3.052249	3.051228	ENSG00000138496	protein_coding	chr3	122527924	122564577	chr3:122527924	PARP9	protein_coding	chr3	122527924	122564577	chr3:122527924	ENSG00000138496
PARPBP	40.584981	39.52616	38.52109	39.52616	ENSG00000185480	protein_coding	chr12	102120185	102197520	chr12:102120185	PARPBP	protein_coding	chr12	102120183	102197520	chr12:102120183	ENSG00000185480
PARS2	8.54428	9.69399	8.87317	8.87317	ENSG00000162396	protein_coding	chr1	54756898	54764514	chr1:54756898	PARS2	protein_coding	chr1	54756898	54764523	chr1:54756898	ENSG00000162396
PARVA	9.42217	9.27861	9.38462	9.38462	ENSG00000197702	protein_coding	chr11	12377185	12530801	chr11:12377185	PARVA	protein_coding	chr11	12377563	12535356	chr11:12377563	ENSG00000197702
PARVB	24.888058	24.0338841344	25.822966	24.888058	ENSG00000188677	protein_coding	chr22	43999211	44172949	chr22:43999211	PARVB	protein_coding	chr22	43999211	44172939	chr22:43999211	ENSG00000188677
PASK	10.494348	10.556789	11.035742	10.556789	ENSG00000115687	protein_coding	chr2	241106099	241150264	chr2:241106099	PASK	protein_coding	chr2	241106099	241150264	chr2:241106099	ENSG00000115687
PATL1	35.4963	34.1218	35.8159	35.4963	ENSG00000166889	protein_coding	chr11	59636716	59668980	chr11:59636716	PATL1	protein_coding	chr11	59636716	59669037	chr11:59636716	ENSG00000166889
PATZ1	31.55358	31.560541	31.42557	31.55358	ENSG00000100105	protein_coding	chr22	31325804	31346232	chr22:31325804	PATZ1	protein_coding	chr22	31325804	31346346	chr22:31325804	ENSG00000100105
PAWR	27.7954	29.3149	27.47	27.7954	ENSG00000177425	protein_coding	chr12	79574979	79691097	chr12:79574979	PAWR	protein_coding	chr12	79574979	79690964	chr12:79574979	ENSG00000177425
PAX3	5.5814216	6.056226	5.6641305	5.6641305	ENSG00000135903	protein_coding	chr2	222199888	222298996	chr2:222199888	PAX3	protein_coding	chr2	222199887	222298998	chr2:222199887	ENSG00000135903
PAX6	26.552448	24.015264	25.802019743	25.802019743	ENSG00000007372	protein_coding	chr11	31784792	31817961	chr11:31784792	PAX6	protein_coding	chr11	31784779	31817961	chr11:31784779	ENSG00000007372
PAX9	4.064739	3.488492	3.757815	3.757815	ENSG00000198807	protein_coding	chr14	36657568	36679715	chr14:36657568	PAX9	protein_coding	chr14	36657568	36679362	chr14:36657568	ENSG00000198807
PAXBP1	57.74445	60.25067	57.69858	57.74445	ENSG00000159086	protein_coding	chr21	32733899	32771858	chr21:32733899	PAXBP1	protein_coding	chr21	32733899	32771792	chr21:32733899	ENSG00000159086
PAXBP1-AS1	2.58324	2.17893	2.14947	2.17893	ENSG00000238197	antisense	chr21	32728115	32743122	chr21:32728115	PAXBP1-AS1	lncRNA	chr21	32728094	32747065	chr21:32728094	ENSG00000238197
PAXIP1	29.43473	28.60314	28.14517	28.60314	ENSG00000157212	protein_coding	chr7	154943687	155003084	chr7:154943687	PAXIP1	protein_coding	chr7	154943687	155003124	chr7:154943687	ENSG00000157212
PAXIP1-AS1	7.94546	9.45292	9.48755	9.45292	ENSG00000273344	lincRNA	chr7	155003448	155005703	chr7:155003448	PAXIP1-DT	lncRNA	chr7	155003421	155005703	chr7:155003421	ENSG00000273344
PAXIP1-AS2	3.13001	3.18758	3.5626	3.18758	ENSG00000214106	antisense	chr7	154928498	154949908	chr7:154928498	PAXIP1-AS2	lncRNA	chr7	154928460	154952188	chr7:154928460	ENSG00000214106
PBDC1	47.8123	44.7854	45.3914	45.3914	ENSG00000102390	protein_coding	chrX	76172936	76178204	chrX:76172936	PBDC1	protein_coding	chrX	76173040	76178314	chrX:76173040	ENSG00000102390
PBK	44.035144	41.82008	41.80625	41.82008	ENSG00000168078	protein_coding	chr8	27809620	27838095	chr8:27809620	PBK	protein_coding	chr8	27809624	27838082	chr8:27809624	ENSG00000168078
PBLD	4.478979106	4.541554	5.30179874	4.541554	ENSG00000108187	protein_coding	chr10	68282660	68333049	chr10:68282660	PBLD	protein_coding	chr10	68282660	68333049	chr10:68282660	ENSG00000108187
PBRM1	56.316460151	54.177996664	55.4272067	55.4272067	ENSG00000163939	protein_coding	chr3	52545352	52685917	chr3:52545352	PBRM1	protein_coding	chr3	52545352	52685917	chr3:52545352	ENSG00000163939
PBX1	30.820705	29.271908	30.4314819	30.4314819	ENSG00000185630	protein_coding	chr1	164555584	164899296	chr1:164555584	PBX1	protein_coding	chr1	164555584	164899296	chr1:164555584	ENSG00000185630
PBX2	36.7499	36.7487	37.8023	36.7499	ENSG00000204304	protein_coding	chr6	32184741	32190186	chr6:32184741	PBX2	protein_coding	chr6	32184733	32190202	chr6:32184733	ENSG00000204304
PBX3	25.36752	24.54816	25.544402	25.36752	ENSG00000167081	protein_coding	chr9	125747345	125967377	chr9:125747345	PBX3	protein_coding	chr9	125747345	125967377	chr9:125747345	ENSG00000167081
PBX4	1.2474	1.55626	1.56431	1.55626	ENSG00000105717	protein_coding	chr19	19561707	19618916	chr19:19561707	PBX4	protein_coding	chr19	19561707	19618693	chr19:19561707	ENSG00000105717
PBXIP1	4.6709	5.01543	4.9528741	4.9528741	ENSG00000163346	protein_coding	chr1	154944076	154956123	chr1:154944076	PBXIP1	protein_coding	chr1	154944076	154956123	chr1:154944076	ENSG00000163346
PC	6.69454	7.1140847	6.55450346	6.69454	ENSG00000173599	protein_coding	chr11	66848233	66958376	chr11:66848233	PC	protein_coding	chr11	66848417	66958386	chr11:66848417	ENSG00000173599
PCAT14	2.144043	1.990946	2.748271	2.144043	ENSG00000280623	lincRNA	chr22	23536881	23547797	chr22:23536881	PCAT14	lncRNA	chr22	23536881	23547797	chr22:23536881	ENSG00000280623
PCAT6	0.663929	1.30563	1.16614	1.16614	ENSG00000228288	antisense	chr1	202810954	202812156	chr1:202810954	PCAT6	lncRNA	chr1	202810850	202812473	chr1:202810850	ENSG00000228288
PCBD1	103.327	96.9307	98.2591	98.2591	ENSG00000166228	protein_coding	chr10	70882280	70888784	chr10:70882280	PCBD1	protein_coding	chr10	70882280	70888565	chr10:70882280	ENSG00000166228
PCBD2	6.317953	7.17615	6.24959	6.317953	ENSG00000132570	protein_coding	chr5	134904906	135007959	chr5:134904906	PCBD2	protein_coding	chr5	134905120	135007959	chr5:134905120	ENSG00000132570
PCBP1	202.347	202.114	194.73	202.114	ENSG00000169564	protein_coding	chr2	70087454	70089203	chr2:70087454	PCBP1	protein_coding	chr2	70087477	70089203	chr2:70087477	ENSG00000169564
PCBP1-AS1	43.351451	40.6097118	47.03523	43.351451	ENSG00000179818	processed_transcript	chr2	69962263	70103220	chr2:69962263	PCBP1-AS1	lncRNA	chr2	69960104	70103220	chr2:69960104	ENSG00000179818
PCBP2	665.933659590307	651.331127500246	662.056821801175	662.056821801175	ENSG00000197111	protein_coding	chr12	53452102	53481162	chr12:53452102	PCBP2	protein_coding	chr12	53452102	53481162	chr12:53452102	ENSG00000197111
PCBP2-OT1	1.07869	1.60978	0.959748	1.07869	ENSG00000282977	non_coding	chr12	53464468	53465057	chr12:53464468	PCBP2-OT1	lncRNA	chr12	53464468	53465057	chr12:53464468	ENSG00000282977
PCBP3	1.728631	1.663693	1.967505203201	1.728631	ENSG00000183570	protein_coding	chr21	45643694	45942454	chr21:45643694	PCBP3	protein_coding	chr21	45643694	45942454	chr21:45643694	ENSG00000183570
