hek293t	hct116	mcf7	c42b	pct_peaks
GSTM4	0	1	0	NA	0.333333333333333
TET2	1	1	1	1	1
CXXC4	0	NA	NA	NA	0
TCTN2	1	1	1	1	1
SHOX2	0	1	NA	NA	0.5
PPIP5K1	0	0	0	0	0
TSPAN5	1	1	NA	NA	1
ABHD15	1	1	1	1	1
ZBTB5	1	1	1	1	1
CHTF8	0	0	0	0	0
ADAL	0	0	0	0	0
LCMT2	1	1	1	1	1
SNTB2	1	1	1	1	1
IL12A	1	1	NA	NA	1
ZNF507	1	1	1	1	1
STX18	1	1	1	1	1
NSG1	0	NA	NA	NA	0
ZBTB49	1	1	1	0	0.75
GFM1	1	1	1	1	1
OR13J1	NA	NA	NA	NA	NA
HTR1E	NA	NA	NA	NA	NA
FSTL5	NA	NA	NA	NA	NA
DDX19A	0	1	0	0	0.25
ATOH8	NA	NA	NA	NA	NA
SOX14	NA	NA	NA	NA	NA
ANKRD49	1	1	1	1	1
SFTPB	NA	0	NA	NA	0
USP39	1	1	1	1	1
TNIP2	1	1	1	1	1
C2orf68	1	1	1	0	0.75
TMEM150A	1	1	1	1	1
RNF181	1	1	1	0	0.75
VAMP5	NA	NA	1	NA	1
BTNL3	NA	NA	NA	NA	NA
LRRC28	1	1	1	0	0.75
MAT2A	1	1	1	1	1
PLA2G4F	NA	NA	0	0	0
ENHO	1	1	NA	0	0.666666666666667
ZNF608	0	0	NA	0	0
SLC35G2	1	1	NA	NA	1
INPP5D	NA	NA	NA	NA	NA
LETM1	1	1	1	1	1
CTRB1	NA	0	NA	NA	0
CTRB2	NA	0	NA	NA	0
TRIM49	NA	NA	NA	NA	NA
TMEM129	1	1	1	1	1
PPIC	0	0	1	1	0.5
SPRY3	NA	NA	NA	NA	NA
CEP120	1	1	1	1	1
STXBP6	0	NA	NA	0	0
TM4SF20	NA	NA	NA	NA	NA
MFF	1	1	1	1	1
GRM5	NA	NA	NA	NA	NA
LGALS9	NA	NA	NA	NA	NA
JMJD7-PLA2G4B	NA	0	NA	0	0
CPLX1	0	0	0	0	0
PXDC1	1	1	NA	1	1
SIGLEC7	NA	NA	NA	NA	NA
NTSR2	NA	NA	NA	NA	NA
E2F6	1	1	1	1	1
FEM1B	1	1	1	1	1
COMMD8	0	1	1	0	0.5
ATP5I	0	0	1	0	0.25
UQCRFS1	0	0	0	0	0
MFSD7	NA	1	NA	1	1
COL4A3	NA	0	NA	NA	0
MAP2K1	0	1	1	1	0.75
KLK7	NA	0	NA	NA	0
HNRNPH1	1	1	1	1	1
IRS1	0	0	1	0	0.25
MECP2	1	0	1	0	0.5
VCX3A	NA	NA	NA	NA	NA
UPF3A	0	1	1	1	0.75
ZBBX	NA	NA	NA	NA	NA
ACTBL2	NA	NA	NA	NA	NA
ROR2	0	1	NA	NA	0.5
AR	NA	NA	0	0	0
DHRSX	0	0	0	0	0
C8orf46	NA	NA	0	NA	0
HSPBAP1	0	0	0	0	0
ASMTL	0	0	0	0	0
SLC25A6	1	1	1	1	1
CHST14	1	1	1	1	1
PARM1	0	1	0	NA	0.333333333333333
CSNK1G1	0	0	0	0	0
FAM110B	1	NA	NA	1	1
ARMC4	1	1	NA	NA	1
AFAP1L2	NA	NA	0	NA	0
ZNF354A	1	1	1	1	1
ATF5	1	1	1	1	1
UBE2V2	1	1	0	1	0.75
GOT1L1	NA	NA	NA	NA	NA
ZBTB43	1	1	1	1	1
CPT1C	1	1	NA	0	0.666666666666667
PCSK9	NA	1	NA	NA	1
XPO6	1	1	1	1	1
GSG1L	NA	NA	NA	NA	NA
MN1	0	0	NA	NA	0
APEX2	0	0	0	0	0
NSMCE1	1	1	1	1	1
CCDC126	1	1	1	1	1
IL13	NA	NA	NA	NA	NA
RP11-231C14.4	0	0	0	0	0
OR10G3	NA	NA	NA	NA	NA
RAB3B	0	0	NA	0	0
OR6F1	NA	NA	NA	NA	NA
CD2BP2	1	1	0	1	0.75
RSPO1	NA	NA	NA	NA	NA
RGS14	1	1	NA	1	1
TBC1D10B	1	1	1	1	1
LMAN2	1	1	1	1	1
GCSAML	NA	NA	NA	NA	NA
RAB24	1	1	0	0	0.5
PRELID1	0	0	1	1	0.5
THBS3	0	1	1	0	0.5
CA5B	0	0	0	0	0
SLC50A1	1	1	1	0	0.75
EFNA1	1	1	1	1	1
CXCL10	NA	NA	NA	NA	NA
NPIPB3	0	0	0	0	0
SH3TC2	NA	1	NA	NA	1
CXCL11	NA	NA	NA	NA	NA
ZRSR2	1	0	0	0	0.25
NMD3	1	1	1	1	1
ADRB2	NA	NA	NA	0	0
B3GALNT1	NA	0	1	NA	0.5
GPRIN1	1	1	0	0	0.5
HSPB3	NA	NA	NA	NA	NA
KCNAB1	NA	NA	NA	NA	NA
MRPL1	1	0	0	0	0.25
SHE	NA	NA	NA	NA	NA
NR0B1	NA	NA	NA	NA	NA
PGM2	0	0	1	1	0.5
STK32A	NA	NA	NA	NA	NA
IL1RAPL1	NA	0	NA	NA	0
P2RY12	NA	NA	NA	NA	NA
C22orf15	NA	NA	NA	0	0
OR5AU1	NA	NA	NA	NA	NA
KIAA1024	0	NA	NA	0	0
PDILT	NA	NA	NA	NA	NA
UMOD	NA	NA	NA	NA	NA
GP2	NA	0	NA	NA	0
SLC33A1	1	1	1	1	1
SNUPN	1	1	0	1	0.75
CRADD	1	1	1	1	1
SIN3A	1	1	1	1	1
ARL13B	1	0	0	0	0.25
RNASE2	NA	NA	NA	NA	NA
ELSPBP1	NA	NA	NA	NA	NA
RNASE3	NA	NA	NA	NA	NA
PTK2	1	1	1	1	1
RSPH10B2	NA	NA	NA	NA	NA
PTAFR	NA	NA	NA	NA	NA
PTPN9	1	1	1	1	1
RNASE6	NA	NA	NA	NA	NA
NPR1	NA	NA	0	NA	0
KCNK9	NA	0	NA	NA	0
CXCL8	NA	NA	NA	NA	NA
SCN9A	0	NA	NA	NA	0
RASSF6	NA	NA	NA	NA	NA
COL22A1	NA	NA	NA	NA	NA
SDC2	0	NA	0	0	0
CD52	NA	NA	NA	NA	NA
MMGT1	0	0	0	0	0
SPRR1B	NA	NA	0	NA	0
SPRR1A	NA	NA	NA	NA	NA
OR4K14	NA	NA	NA	NA	NA
OR4K15	NA	NA	NA	NA	NA
TM2D2	1	1	0	1	0.75
HTRA4	NA	NA	0	0	0
PLEKHA2	0	1	1	0	0.5
CLIC4	0	0	0	0	0
SLC38A11	NA	NA	NA	NA	NA
GPR183	NA	NA	NA	NA	NA
CRCT1	NA	NA	NA	NA	NA
CCDC8	1	NA	NA	NA	1
METTL15	1	1	1	1	1
ZNF280A	NA	NA	NA	NA	NA
MUC15	NA	NA	NA	NA	NA
CT55	NA	NA	NA	NA	NA
ZEB2	1	NA	NA	NA	1
GJB1	NA	NA	NA	NA	NA
PCBP1	0	0	0	0	0
HINT1	1	1	1	1	1
DTWD2	1	1	1	1	1
VPREB1	NA	NA	NA	NA	NA
CLIC3	NA	0	1	NA	0.5
INO80E	1	1	1	0	0.75
BNC1	NA	NA	NA	NA	NA
DFFB	0	1	1	1	0.75
NFU1	1	1	1	1	1
ANTXR1	1	1	0	0	0.5
GKN1	NA	NA	NA	NA	NA
CKAP2L	1	1	1	1	1
C15orf40	1	1	1	1	1
FAM103A1	1	0	0	0	0.25
PROKR1	NA	NA	NA	NA	NA
APLF	1	NA	NA	NA	1
BOLA2B	0	0	0	0	0
RGPD8	1	1	1	0	0.75
HIC2	0	0	NA	NA	0
LUZP1	1	1	1	1	1
HEXDC	1	1	1	1	1
DRD5	NA	NA	NA	NA	NA
BUB1	1	1	1	1	1
SPNS1	1	1	0	1	0.75
LRRC45	1	1	1	1	1
CHRNA5	1	1	0	0	0.5
MT1B	NA	NA	NA	NA	NA
STRA13	0	1	1	1	0.75
AGPAT2	1	1	1	1	1
ASPSCR1	0	1	1	0	0.5
GP9	NA	NA	NA	NA	NA
FASN	1	1	1	1	1
CNBP	1	1	1	1	1
MT1E	NA	1	NA	NA	1
ACTRT2	NA	NA	NA	NA	NA
DUS1L	1	1	1	1	1
GPS1	0	1	1	1	0.75
RFNG	1	1	0	0	0.5
DCXR	1	1	1	1	1
ZNF32	1	1	1	1	1
LDB2	NA	NA	NA	NA	NA
RAC3	1	1	0	0	0.5
NRG4	1	NA	NA	NA	1
LIMS1	1	1	1	1	1
TMEM266	0	NA	NA	NA	0
NLGN1	0	NA	NA	0	0
TAPT1	1	1	1	1	1
UGP2	1	1	1	1	1
TAS2R1	NA	NA	NA	NA	NA
LINGO1	1	1	0	NA	0.666666666666667
PRY	NA	NA	NA	NA	NA
RBMY1F	NA	NA	NA	NA	NA
PRY2	NA	NA	NA	NA	NA
HNRNPF	1	1	1	1	1
BTD	0	0	0	0	0
CSGALNACT2	0	0	0	0	0
TACR3	NA	NA	NA	NA	NA
GSX1	NA	NA	NA	NA	NA
PCDH7	0	0	0	0	0
ROBO1	0	NA	0	0	0
ONECUT1	NA	NA	NA	NA	NA
AVEN	1	1	1	1	1
P2RY1	1	NA	NA	NA	1
CTNND2	NA	NA	0	NA	0
TRIM56	0	1	0	0	0.25
MUC17	NA	NA	NA	NA	NA
AHSP	NA	NA	NA	NA	NA
WNT10B	0	0	NA	0	0
CALML6	NA	NA	NA	NA	NA
REPS2	NA	0	0	0	0
MUC3A	NA	0	NA	NA	0
SYAP1	1	1	1	0	0.75
ITGAM	NA	NA	NA	NA	NA
PYDC1	NA	NA	NA	NA	NA
TPST1	1	1	1	1	1
TM4SF4	NA	NA	NA	NA	NA
TOR1AIP2	1	1	1	1	1
S100G	NA	NA	NA	NA	NA
TM4SF1	NA	NA	NA	0	0
OTUD3	1	1	1	1	1
OTUD7A	NA	NA	NA	NA	NA
GUSB	1	1	1	1	1
BRD3	1	1	1	1	1
KLF13	1	1	1	1	1
FRMPD4	NA	NA	NA	NA	NA
ZFPM2	0	NA	NA	NA	0
ZNF764	1	1	1	1	1
HSFY2	NA	NA	NA	NA	NA
ZNF747	0	NA	0	0	0
ZNF768	1	1	1	1	1
TAS1R3	NA	NA	NA	NA	NA
TMEM42	1	1	1	1	1
MAP3K2	1	1	1	1	1
PUSL1	1	1	1	1	1
SF3B5	1	1	1	0	0.75
ZNF35	1	1	1	1	1
TIGD4	NA	NA	NA	NA	NA
IFFO2	1	1	1	1	1
NLGN2	0	1	0	0	0.25
MYO7B	NA	NA	NA	NA	NA
CHD3	0	1	1	1	0.75
TMEM154	NA	NA	0	0	0
MYRIP	NA	NA	NA	0	0
ALCAM	1	0	1	0	0.5
YWHAG	1	1	1	1	1
UBE2E3	1	1	1	1	1
CNTROB	0	0	0	0	0
TRAPPC1	0	0	0	0	0
ZPLD1	NA	NA	NA	NA	NA
KCNAB3	NA	0	NA	0	0
SERPINA9	NA	NA	NA	NA	NA
FAM153A	NA	NA	NA	NA	NA
GPR37L1	NA	NA	0	NA	0
SIMC1	0	0	0	0	0
TMEM192	1	1	1	1	1
HMP19	NA	NA	NA	NA	NA
SPDYE5	0	NA	0	0	0
SERPINA6	NA	NA	NA	NA	NA
ZNF778	0	1	0	0	0.25
NIPA1	1	1	1	1	1
FOXD4	NA	0	NA	0	0
GPR25	NA	NA	NA	NA	NA
UBE2E1	1	1	1	1	1
HNRNPA3	0	0	1	1	0.5
SIK2	1	1	1	1	1
RNF150	1	NA	1	NA	1
CCDC144A	NA	NA	NA	NA	NA
RP11-262H14.4	0	0	0	0	0
VGLL2	0	NA	NA	NA	0
HOXD4	0	NA	NA	NA	0
CHRNB1	1	0	1	NA	0.666666666666667
HOXD12	NA	NA	NA	NA	NA
GYPA	NA	NA	NA	NA	NA
USP38	0	1	1	1	0.75
SLC16A5	NA	1	NA	NA	1
NANP	0	0	0	0	0
ANKK1	NA	NA	NA	NA	NA
ADRA1B	NA	NA	NA	NA	NA
ADPRM	0	0	0	0	0
FABP6	NA	0	0	0	0
PWWP2A	1	1	1	1	1
USP50	NA	NA	NA	NA	NA
USP47	1	1	1	1	1
PDCD6IP	1	1	1	1	1
MRGPRX1	NA	NA	NA	NA	NA
ZNF212	0	0	0	0	0
MRAP	NA	NA	NA	NA	NA
FAM161A	1	0	0	0	0.25
ZNF282	1	1	1	1	1
GLB1	1	1	1	1	1
C14orf142	0	0	0	0	0
FAXDC2	0	NA	0	0	0
CRTAP	1	1	1	1	1
HSPB2	NA	NA	NA	NA	NA
C7orf33	NA	NA	NA	NA	NA
CNGB3	NA	NA	NA	NA	NA
SLN	NA	NA	NA	NA	NA
ELP5	1	0	0	1	0.5
CMTM8	1	1	1	0	0.75
GABARAP	0	1	1	1	0.75
LGALS9B	NA	NA	NA	NA	NA
STX8	0	1	0	1	0.5
CDK1	1	1	1	1	1
UBB	1	1	0	1	0.75
NFRKB	1	1	0	1	0.75
FABP4	NA	NA	NA	NA	NA
FRMPD2	NA	NA	NA	1	1
PRDM10	1	1	1	1	1
B3GNT2	1	1	1	1	1
FOS	NA	0	0	NA	0
TMED10	1	1	1	1	1
SETMAR	1	1	1	1	1
SMAD1	1	1	1	1	1
CST5	NA	NA	NA	NA	NA
CST2	NA	NA	NA	NA	NA
EMX2	1	NA	NA	NA	1
CST1	NA	NA	NA	NA	NA
SP7	NA	NA	NA	NA	NA
TCAF2	NA	NA	NA	NA	NA
SEMA3E	0	NA	0	NA	0
LRRN2	1	1	NA	NA	1
SLC30A1	1	1	1	1	1
DCLK2	1	1	NA	1	1
ZNF804A	0	NA	NA	NA	0
GPRC5C	1	1	1	1	1
TMEM182	0	0	0	0	0
VSTM2A	NA	NA	NA	NA	NA
KRT8	1	1	1	1	1
KRT78	NA	NA	NA	NA	NA
ADORA2B	1	1	0	1	0.75
SDR9C7	NA	NA	NA	NA	NA
MGMT	NA	0	0	0	0
METTL7B	0	0	0	NA	0
KRT86	NA	NA	1	NA	1
HARS	1	1	0	1	0.75
NFXL1	0	0	0	0	0
KRT75	NA	NA	NA	NA	NA
DENND5B	1	1	1	1	1
CD14	NA	NA	NA	NA	NA
DNAJC18	1	1	NA	0	0.666666666666667
KRT6C	NA	NA	NA	NA	NA
C14orf169	NA	1	1	0	0.666666666666667
SPATA24	0	0	0	0	0
RALGAPB	1	1	1	1	1
PYM1	0	0	1	1	0.5
MZB1	NA	NA	NA	0	0
KRT4	NA	NA	NA	NA	NA
SLC23A1	NA	NA	NA	1	1
KRT74	NA	NA	NA	NA	NA
NPAS2	1	1	1	1	1
KRT72	NA	NA	NA	NA	NA
KISS1	NA	NA	NA	NA	NA
LONRF2	1	NA	1	NA	1
NUDT9	1	1	1	1	1
HSD17B13	NA	NA	NA	NA	NA
PA2G4	1	1	1	1	1
COX7B2	NA	NA	NA	0	0
ELOVL6	0	0	0	0	0
KRT83	NA	NA	0	NA	0
PFKFB3	1	1	1	1	1
TMC7	1	1	0	NA	0.666666666666667
ARL6IP1	1	1	1	1	1
SERPINB9	0	1	1	NA	0.666666666666667
SMAGP	1	1	1	1	1
IRX1	NA	NA	NA	NA	NA
CDH2	1	NA	NA	NA	1
IRX2	NA	NA	1	1	1
EMB	1	1	1	1	1
SIX2	1	NA	1	1	1
DLGAP1	NA	NA	NA	NA	NA
STAT2	0	0	0	0	0
NUDCD2	1	1	1	1	1
IRF2BP1	1	1	1	1	1
OR9K2	NA	NA	NA	NA	NA
HSPA4	1	1	1	1	1
FOXA3	NA	0	NA	NA	0
FAM71B	NA	NA	NA	NA	NA
SLC26A5	NA	NA	NA	NA	NA
COMMD5	1	1	1	1	1
SGCD	NA	NA	NA	NA	NA
GTSF1	NA	1	NA	NA	1
ZNF16	1	1	1	1	1
ARMC10	1	1	1	1	1
RNF34	1	1	1	1	1
ACYP2	1	1	1	1	1
TRABD	1	1	0	1	0.75
ATF7	1	1	0	0	0.5
RASA4B	NA	0	NA	NA	0
SOCS6	1	1	1	1	1
MURC	0	NA	NA	NA	0
OR10A3	NA	NA	NA	NA	NA
ZNF296	1	1	1	1	1
HOXB9	1	1	0	1	0.75
TTLL6	NA	NA	NA	NA	NA
POLH	0	0	0	0	0
SYT9	NA	NA	NA	NA	NA
KCNS3	NA	1	1	1	1
RBMXL2	NA	NA	NA	NA	NA
KIF5B	1	1	1	1	1
GPR37	NA	NA	0	0	0
AKAP13	1	1	1	1	1
TPD52L3	NA	NA	NA	NA	NA
CDCA4	1	1	1	1	1
OR10A4	NA	NA	NA	NA	NA
SDR16C5	NA	0	0	NA	0
DYDC1	NA	NA	NA	NA	NA
OR10A2	NA	NA	NA	NA	NA
CHCHD7	0	1	0	1	0.5
HTRA3	1	NA	NA	NA	1
FOXN2	1	1	1	1	1
LMOD2	NA	NA	NA	NA	NA
BFSP2	NA	NA	NA	NA	NA
FSHR	NA	NA	NA	NA	NA
USP32	0	0	0	0	0
CEL	NA	0	NA	NA	0
PPM1D	1	1	0	1	0.75
GPR27	0	NA	0	NA	0
PSG6	NA	NA	NA	NA	NA
KBTBD2	1	1	1	1	1
MINA	1	1	1	1	1
TRIAP1	1	1	1	1	1
LSM3	1	1	1	1	1
KIAA0232	1	1	1	1	1
MTSS1	0	1	1	NA	0.666666666666667
TMEM43	0	0	0	0	0
RNF139	0	1	0	1	0.5
RPS9	1	0	0	0	0.25
PLA2G1B	NA	NA	NA	NA	NA
CYTL1	NA	NA	NA	NA	NA
TSEN34	1	1	1	1	1
TRH	NA	NA	NA	NA	NA
GSTA4	1	NA	NA	1	1
MSANTD4	0	1	0	1	0.5
NDUFA3	0	0	0	0	0
OSCAR	NA	NA	NA	NA	NA
PAQR8	0	1	NA	NA	0.5
NUDT6	1	1	1	1	1
TPT1-AS1	0	0	0	0	0
OR7G3	NA	NA	NA	NA	NA
TANC2	0	0	1	0	0.25
OR7G2	NA	NA	NA	NA	NA
TEX13B	NA	NA	NA	NA	NA
PKHD1	NA	NA	NA	NA	NA
OR1M1	NA	NA	NA	NA	NA
NCBP2L	NA	NA	NA	NA	NA
DNAJC24	0	0	0	0	0
MBD3L1	NA	NA	NA	NA	NA
ZNF160	0	1	1	1	0.75
PGK2	NA	NA	NA	NA	NA
OR8B12	NA	NA	NA	NA	NA
ZNF415	NA	NA	0	0	0
PRKCDBP	NA	1	NA	NA	1
CEACAM3	NA	NA	NA	NA	NA
DCDC1	NA	NA	NA	NA	NA
HAS2	NA	NA	NA	NA	NA
PDGFD	NA	NA	NA	NA	NA
PLAC1	0	NA	0	NA	0
DDI1	NA	NA	NA	NA	NA
LINC00208	NA	NA	NA	NA	NA
S1PR1	0	NA	NA	NA	0
HS6ST2	1	1	NA	0	0.666666666666667
OR4D5	NA	NA	NA	NA	NA
PYGO1	1	NA	NA	1	1
LRRC8E	1	1	1	1	1
PKIA	0	0	0	0	0
XKR6	NA	NA	NA	1	1
TSNARE1	1	1	1	1	1
FPR2	NA	NA	NA	NA	NA
FPR1	NA	NA	NA	NA	NA
PATE1	NA	NA	NA	NA	NA
OR13H1	NA	NA	NA	NA	NA
FEZ2	1	1	1	1	1
SOX7	1	NA	NA	NA	1
C8orf74	NA	NA	NA	NA	NA
C11orf24	1	1	1	1	1
ALK	NA	NA	NA	NA	NA
CCBL1	1	1	0	1	0.75
MTM1	1	1	1	1	1
OBP2B	NA	NA	NA	NA	NA
TRMT61B	1	1	1	1	1
INSR	1	1	1	1	1
MFN1	1	1	1	1	1
GIMAP8	NA	NA	NA	NA	NA
HSFX1	NA	NA	NA	NA	NA
NRTN	0	0	NA	0	0
KCNMB3	NA	NA	1	0	0.5
FUT3	NA	0	NA	0	0
KCNG3	1	NA	NA	NA	1
ATP6V0E2	0	1	0	0	0.25
PRKCE	1	1	1	0	0.75
OR2K2	NA	NA	NA	NA	NA
JAGN1	1	1	1	1	1
RLN3	NA	NA	NA	NA	NA
TADA3	0	1	0	1	0.5
SOCS5	1	1	1	1	1
C1GALT1C1	1	0	0	0	0.25
C9orf16	1	1	0	0	0.5
MORN4	1	0	1	1	0.75
ZNF672	1	1	1	1	1
ZNF692	1	1	1	1	1
NAIF1	1	1	1	1	1
RBKS	0	NA	1	0	0.333333333333333
OR2M4	NA	NA	NA	NA	NA
GRIK1	NA	NA	NA	NA	NA
MUC7	NA	NA	NA	NA	NA
PROL1	NA	NA	NA	NA	NA
SMR3B	NA	NA	NA	NA	NA
TMEM126A	1	1	1	1	1
TMEM126B	0	0	0	0	0
TRIM8	1	0	0	1	0.5
NETO2	1	1	1	1	1
CSN3	NA	NA	NA	NA	NA
CLDN20	NA	NA	NA	NA	NA
CDC42BPG	NA	1	0	1	0.666666666666667
SCAND1	0	0	0	0	0
JUNB	1	1	1	1	1
C10orf35	1	1	1	1	1
TMEM37	0	NA	0	0	0
UGT2B7	NA	NA	NA	NA	NA
LRG1	NA	NA	NA	0	0
SHCBP1	1	1	1	1	1
SOSTDC1	NA	NA	NA	NA	NA
NPTX1	1	NA	NA	NA	1
FAM98B	1	1	1	1	1
ZNF439	NA	NA	NA	NA	NA
ZNF440	1	0	0	1	0.5
GAA	1	1	1	1	1
CANT1	1	1	1	1	1
KCNK3	NA	NA	NA	NA	NA
ZDHHC16	0	1	1	1	0.75
CHST11	1	0	0	NA	0.333333333333333
EXOSC1	1	0	0	0	0.25
PGAM1	1	1	1	1	1
CHD7	0	0	1	1	0.5
ESCO2	1	1	1	1	1
KRT19	NA	1	1	0	0.666666666666667
KRT15	NA	1	1	NA	1
LURAP1	NA	NA	NA	NA	NA
KRT38	0	NA	NA	NA	0
CLCN5	0	1	0	0	0.25
TPPP	1	1	NA	1	1
KCND3	NA	NA	NA	NA	NA
APLN	NA	NA	NA	0	0
KRTAP4-4	NA	NA	NA	NA	NA
KRT13	NA	0	0	NA	0
XAGE3	NA	NA	NA	NA	NA
KRT9	NA	NA	NA	NA	NA
XAGE5	NA	NA	NA	NA	NA
PDE7B	NA	NA	NA	NA	NA
MRPL36	1	1	1	1	1
ZNF581	1	1	1	1	1
NAT1	0	0	0	0	0
KRT20	NA	NA	0	NA	0
GLOD5	NA	NA	NA	NA	NA
KSR2	NA	0	NA	NA	0
ZNF524	0	0	0	0	0
MCC	1	1	1	NA	1
KRT27	NA	NA	NA	NA	NA
ZBTB26	1	1	1	1	1
CDK5R2	NA	NA	NA	NA	NA
DSEL	NA	NA	NA	0	0
POLR1C	0	1	1	1	0.75
ASXL1	0	1	1	1	0.75
OR1L6	NA	NA	NA	NA	NA
DLK2	0	NA	NA	0	0
ZNF562	1	1	1	1	1
ZNF318	1	1	1	1	1
ZNF561	1	0	1	1	0.75
WIPF2	0	0	0	0	0
HOPX	1	NA	NA	NA	1
SPACA5B	NA	NA	NA	NA	NA
OR1L3	NA	NA	NA	NA	NA
NLRP5	NA	NA	NA	NA	NA
LRRC8C	0	0	NA	NA	0
SPACA5	NA	NA	NA	NA	NA
RSL1D1	1	1	1	1	1
LRRC8D	0	1	1	1	0.75
MROH2B	NA	NA	NA	NA	NA
OR1L8	NA	NA	NA	NA	NA
PPID	1	1	1	1	1
OR1N2	NA	NA	NA	NA	NA
COL24A1	NA	NA	NA	NA	NA
ETFDH	1	0	0	0	0.25
OR1N1	NA	NA	NA	NA	NA
RXFP1	NA	NA	NA	NA	NA
LPAR3	1	1	NA	0	0.666666666666667
PTGER4	NA	0	0	0	0
TBCA	1	1	1	1	1
NEUROD2	NA	NA	NA	NA	NA
MAP6	NA	NA	NA	NA	NA
OTP	NA	NA	NA	NA	NA
ECEL1	0	NA	NA	NA	0
BCL2L1	1	1	1	1	1
FGG	NA	0	NA	NA	0
FGA	NA	0	NA	NA	0
OR2AT4	NA	NA	NA	NA	NA
FGB	NA	NA	NA	NA	NA
PLRG1	0	1	1	0	0.5
RAB4B-EGLN2	0	NA	NA	NA	0
ZNF584	1	1	1	1	1
DSCAM	NA	NA	0	NA	0
DNAI2	NA	NA	NA	NA	NA
NMUR1	NA	NA	NA	NA	NA
CLSTN1	1	1	0	0	0.5
CXXC5	0	0	1	1	0.5
ZNF274	1	0	0	0	0.25
PIK3CD	0	0	NA	0	0
PTCRA	NA	NA	NA	NA	NA
SLC25A33	1	1	1	1	1
ENC1	0	1	0	0	0.25
SPSB1	0	1	1	1	0.75
P2RY6	NA	NA	NA	NA	NA
BPTF	1	1	1	1	1
S100Z	NA	NA	NA	NA	NA
ZIK1	NA	NA	NA	NA	NA
GPR82	NA	NA	NA	NA	NA
GPR34	NA	NA	NA	NA	NA
SHANK2-AS3	NA	NA	NA	0	0
PLEKHG5	1	1	1	1	1
ATF7IP	0	0	0	0	0
LKAAEAR1	NA	NA	NA	NA	NA
RGS19	0	1	0	0	0.25
TCEA2	1	1	1	1	1
DEFB4A	NA	NA	NA	NA	NA
ANO5	1	NA	NA	NA	1
HDAC3	1	1	1	1	1
C1orf111	NA	NA	NA	NA	NA
GPHN	1	1	1	1	1
VAT1L	NA	NA	NA	NA	NA
TMEM51	1	1	1	0	0.75
CAMTA1	0	0	0	0	0
LGALS4	NA	NA	NA	NA	NA
LRRC34	1	NA	NA	NA	1
PAH	NA	0	NA	NA	0
SPATA5L1	1	1	1	1	1
GATM	NA	1	NA	NA	1
SYCE1	NA	NA	NA	NA	NA
NXNL1	NA	NA	NA	NA	NA
RASGRP4	NA	NA	NA	NA	NA
NHLH1	NA	NA	NA	NA	NA
SLFNL1	NA	NA	NA	0	0
BCL2	1	1	0	NA	0.666666666666667
RHNO1	0	0	0	0	0
CTPS1	1	1	1	1	1
UTF1	NA	NA	NA	NA	NA
KNDC1	NA	1	1	NA	1
WDR87	NA	NA	NA	NA	NA
METTL18	1	1	0	0	0.5
CFAP46	NA	NA	NA	NA	NA
COL8A2	NA	NA	NA	NA	NA
PWWP2B	1	1	1	1	1
PCDHB1	NA	NA	NA	NA	NA
ZNF540	0	NA	NA	0	0
ANGPTL7	NA	NA	NA	NA	NA
FBXL14	1	1	1	1	1
EXOSC10	0	0	0	0	0
ZNF570	1	NA	1	1	1
NINJ2	NA	NA	NA	NA	NA
MLLT3	0	0	0	0	0
FAM90A1	NA	NA	NA	NA	NA
RRM2	1	1	1	1	1
TRAPPC12	1	1	1	1	1
IFNB1	NA	NA	NA	NA	NA
RPS21	0	0	0	0	0
C3AR1	NA	NA	NA	NA	NA
RNMTL1	0	0	0	0	0
PTEN	1	1	1	0	0.75
RPS7	1	1	1	1	1
PRND	NA	NA	NA	NA	NA
RNASEH1	1	1	1	1	1
PRNP	1	1	1	1	1
KLF17	NA	NA	NA	NA	NA
ADRA1D	NA	NA	NA	NA	NA
FRMD5	0	0	0	NA	0
AQP4	NA	NA	NA	NA	NA
MIR31HG	NA	1	NA	NA	1
CYP4F11	NA	0	1	0	0.333333333333333
TLN2	1	1	1	NA	1
LGALS9C	NA	NA	NA	NA	NA
TVP23B	0	0	0	0	0
FBXW10	NA	NA	NA	NA	NA
OR10H3	NA	NA	NA	NA	NA
ZNF217	0	0	0	0	0
OR10H2	NA	NA	NA	NA	NA
SRGAP2C	0	0	0	0	0
OR52A5	NA	NA	NA	NA	NA
SCG2	NA	0	NA	NA	0
ATPAF2	1	0	1	1	0.75
CYP4F22	NA	0	NA	NA	0
FOXB1	0	NA	NA	NA	0
PPIH	1	1	1	1	1
DRC3	0	NA	NA	0	0
ZNF57	0	0	0	0	0
C20orf196	1	NA	0	1	0.666666666666667
C11orf40	NA	NA	NA	NA	NA
JMJD1C	1	1	1	0	0.75
LDHAL6B	NA	NA	NA	NA	NA
SYNPO	NA	0	0	NA	0
ZNF556	NA	NA	NA	NA	NA
MAL	NA	NA	NA	NA	NA
ZNF554	1	1	NA	1	1
RAB33B	1	1	1	1	1
THOP1	1	1	1	1	1
REG3A	NA	NA	NA	NA	NA
GAP43	0	NA	NA	NA	0
REG1B	NA	0	NA	NA	0
EPHX4	1	1	NA	1	1
LAMB2	1	1	1	1	1
USP19	1	1	1	1	1
QARS	1	1	1	1	1
ORMDL3	1	0	1	1	0.75
SERF1A	0	0	0	0	0
