Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84.x	gene_type.84.x	chr.x	start.x	stop.x	loc.84.x	gene_name.107.x	gene_type.107.x	chr.107.x	start.107.x	stop.107.x	loc.107.x	gene_id.107.x	gene_id.84.y	gene_type.84.y	chr.y	start.y	stop.y	loc.84.y	gene_name.107.y	gene_type.107.y	chr.107.y	start.107.y	stop.107.y	loc.107.y	gene_id.107.y
NAT1	577.984643450304	1.76405119747458	0.238371743957348	7.40042073858476	1.35753680079589e-13	1.70930728567366e-11	ENSG00000171428	protein_coding	chr8	18170477	18223689	chr8:18170477	NAT1	protein_coding	chr8	18170477	18223689	chr8:18170477	ENSG00000171428	ENSG00000171428	protein_coding	chr8	18170477	18223689	chr8:18170477	NAT1	protein_coding	chr8	18170477	18223689	chr8:18170477	ENSG00000171428
NBPF14	1782.81907896457	0.604405337774007	0.199495182422708	3.02967385193965	0.00244817956692495	0.0370024538811424	ENSG00000270629	protein_coding	chr1	148531385	148679751	chr1:148531385	NBPF14	protein_coding	chr1	148531385	148679742	chr1:148531385	ENSG00000270629	ENSG00000270629	protein_coding	chr1	148531385	148679751	chr1:148531385	NBPF14	protein_coding	chr1	148531385	148679742	chr1:148531385	ENSG00000270629
NCAM2	2077.84786881862	-1.24137547520041	0.197626202579848	-6.28143160671649	3.35469376741077e-10	2.80914890717649e-08	ENSG00000154654	protein_coding	chr21	20998315	21543329	chr21:20998315	NCAM2	protein_coding	chr21	20998409	21543329	chr21:20998409	ENSG00000154654	ENSG00000154654	protein_coding	chr21	20998315	21543329	chr21:20998315	NCAM2	protein_coding	chr21	20998409	21543329	chr21:20998409	ENSG00000154654
NCAPD3	7522.56496612163	2.78716449608598	0.195825767273636	14.2328792318293	5.72742262034518e-46	8.23317001674619e-43	ENSG00000151503	protein_coding	chr11	134150119	134225454	chr11:134150119	NCAPD3	protein_coding	chr11	134150113	134225504	chr11:134150113	ENSG00000151503	ENSG00000151503	protein_coding	chr11	134150119	134225454	chr11:134150119	NCAPD3	protein_coding	chr11	134150113	134225504	chr11:134150113	ENSG00000151503
NCOA7	719.873259709773	-0.87595896890451	0.221201436952599	-3.96000578012619	7.49479493029726e-05	0.00209878591798097	ENSG00000111912	protein_coding	chr6	125781161	125932030	chr6:125781161	NCOA7	protein_coding	chr6	125781161	125932034	chr6:125781161	ENSG00000111912	ENSG00000111912	protein_coding	chr6	125781161	125932030	chr6:125781161	NCOA7	protein_coding	chr6	125781161	125932034	chr6:125781161	ENSG00000111912
NDEL1	953.938880324147	0.65338694348848	0.207381816367647	3.15064722130774	0.00162909130331545	0.0273558723447018	ENSG00000166579	protein_coding	chr17	8413131	8490411	chr17:8413131	NDEL1	protein_coding	chr17	8413131	8490411	chr17:8413131	ENSG00000166579	ENSG00000166579	protein_coding	chr17	8413131	8490411	chr17:8413131	NDEL1	protein_coding	chr17	8413131	8490411	chr17:8413131	ENSG00000166579
NDFIP2	2920.45022238243	1.96066983354146	0.188589700559914	10.3964841543325	2.57250440963918e-25	8.37277378608977e-23	ENSG00000102471	protein_coding	chr13	79481124	79556075	chr13:79481124	NDFIP2	protein_coding	chr13	79481155	79556077	chr13:79481155	ENSG00000102471	ENSG00000102471	protein_coding	chr13	79481124	79556075	chr13:79481124	NDFIP2	protein_coding	chr13	79481155	79556077	chr13:79481155	ENSG00000102471
NDRG1	40695.5420158666	3.94410132695032	0.181379467225134	21.7450265307857	7.6988051940906e-105	4.4268129866021e-101	ENSG00000104419	protein_coding	chr8	133237171	133302022	chr8:133237171	NDRG1	protein_coding	chr8	133237175	133302022	chr8:133237175	ENSG00000104419	ENSG00000104419	protein_coding	chr8	133237171	133302022	chr8:133237171	NDRG1	protein_coding	chr8	133237175	133302022	chr8:133237175	ENSG00000104419
NEDD4L	4163.12989559086	0.974924687438982	0.192922464576874	5.05345341496248	4.33892183599792e-07	2.19490913991097e-05	ENSG00000049759	protein_coding	chr18	58044367	58401540	chr18:58044367	NEDD4L	protein_coding	chr18	58044226	58401540	chr18:58044226	ENSG00000049759	ENSG00000049759	protein_coding	chr18	58044367	58401540	chr18:58044367	NEDD4L	protein_coding	chr18	58044226	58401540	chr18:58044226	ENSG00000049759
NEDD9	799.584093830222	0.821208734753438	0.229575846924816	3.57706939015399	0.000347467958960017	0.00768438755392346	ENSG00000111859	protein_coding	chr6	11183298	11382348	chr6:11183298	NEDD9	protein_coding	chr6	11183298	11382348	chr6:11183298	ENSG00000111859	ENSG00000111859	protein_coding	chr6	11183298	11382348	chr6:11183298	NEDD9	protein_coding	chr6	11183298	11382348	chr6:11183298	ENSG00000111859
NEURL1	264.171602058623	-0.909881712361262	0.284666278024769	-3.19631014489918	0.00139197399579031	0.0241744056211808	ENSG00000107954	protein_coding	chr10	103493979	103592552	chr10:103493979	NEURL1	protein_coding	chr10	103493705	103592546	chr10:103493705	ENSG00000107954	ENSG00000107954	protein_coding	chr10	103493979	103592552	chr10:103493979	NEURL1	protein_coding	chr10	103493705	103592546	chr10:103493705	ENSG00000107954
NFKBIA	1846.17819185304	1.38230821033859	0.201107696928565	6.87347243019542	6.26576236194238e-12	6.22461406797001e-10	ENSG00000100906	protein_coding	chr14	35401511	35404749	chr14:35401511	NFKBIA	protein_coding	chr14	35401079	35404749	chr14:35401079	ENSG00000100906	ENSG00000100906	protein_coding	chr14	35401511	35404749	chr14:35401511	NFKBIA	protein_coding	chr14	35401079	35404749	chr14:35401079	ENSG00000100906
NIPA2	2882.15321174832	0.691575109207492	0.190487939207013	3.63054538826168	0.000282822961746168	0.00642205414186441	ENSG00000140157	protein_coding	chr15	22838641	22868384	chr15:22838641	NIPA2	protein_coding	chr15	22838644	22869362	chr15:22838644	ENSG00000140157	ENSG00000140157	protein_coding	chr15	22838641	22868384	chr15:22838641	NIPA2	protein_coding	chr15	22838644	22869362	chr15:22838644	ENSG00000140157
NKX3-1	12774.611824526	2.0619336850897	0.187694821234569	10.9855651398758	4.48423183075882e-28	1.88665851416072e-25	ENSG00000167034	protein_coding	chr8	23678693	23682927	chr8:23678693	NKX3-1	protein_coding	chr8	23678697	23682938	chr8:23678697	ENSG00000167034	ENSG00000167034	protein_coding	chr8	23678693	23682927	chr8:23678693	NKX3-1	protein_coding	chr8	23678697	23682938	chr8:23678697	ENSG00000167034
NNMT	57.5652167618335	2.61854931113336	0.520990906226894	5.02609408309513	5.00570379374569e-07	2.5101276291312e-05	ENSG00000166741	protein_coding	chr11	114257787	114313285	chr11:114257787	NNMT	protein_coding	chr11	114257787	114313536	chr11:114257787	ENSG00000166741	ENSG00000166741	protein_coding	chr11	114257787	114313285	chr11:114257787	NNMT	protein_coding	chr11	114257787	114313536	chr11:114257787	ENSG00000166741
NNT	292.780851384903	3.5229837624802	0.296507447759607	11.8816029381375	1.47511202220138e-32	1.01782729531895e-29	ENSG00000112992	protein_coding	chr5	43602692	43707405	chr5:43602692	NNT	protein_coding	chr5	43602692	43707405	chr5:43602692	ENSG00000112992	ENSG00000112992	protein_coding	chr5	43602692	43707405	chr5:43602692	NNT	protein_coding	chr5	43602692	43707405	chr5:43602692	ENSG00000112992
NOTCH2NL	490.384580043725	0.779840165625801	0.234525645696499	3.32518076353575	0.000883612261519867	0.0166219318551992	ENSG00000264343	protein_coding	chr1	146146203	146229026	chr1:146146203	NOTCH2NLA	protein_coding	chr1	146146203	146229041	chr1:146146203	ENSG00000264343	ENSG00000264343	protein_coding	chr1	146146203	146229026	chr1:146146203	NOTCH2NLA	protein_coding	chr1	146146203	146229041	chr1:146146203	ENSG00000264343
NOVA1	680.368327480832	-1.22229022915282	0.223386728640855	-5.47163314754444	4.45907138670416e-08	2.67079796599468e-06	ENSG00000139910	protein_coding	chr14	26443093	26597754	chr14:26443093	NOVA1	protein_coding	chr14	26443090	26598033	chr14:26443090	ENSG00000139910	ENSG00000139910	protein_coding	chr14	26443093	26597754	chr14:26443093	NOVA1	protein_coding	chr14	26443090	26598033	chr14:26443090	ENSG00000139910
NR4A1	2336.56709162823	2.23108028567362	0.20689558433036	10.7836051353863	4.1143767608337e-27	1.57717775831959e-24	ENSG00000123358	protein_coding	chr12	52022832	52059507	chr12:52022832	NR4A1	protein_coding	chr12	52022832	52059507	chr12:52022832	ENSG00000123358	ENSG00000123358	protein_coding	chr12	52022832	52059507	chr12:52022832	NR4A1	protein_coding	chr12	52022832	52059507	chr12:52022832	ENSG00000123358
NRP1	1607.66680880757	0.775804871860105	0.211784618772077	3.66317854600682	0.000249104774641619	0.0057678622316348	ENSG00000099250	protein_coding	chr10	33177492	33336262	chr10:33177492	NRP1	protein_coding	chr10	33177492	33336262	chr10:33177492	ENSG00000099250	ENSG00000099250	protein_coding	chr10	33177492	33336262	chr10:33177492	NRP1	protein_coding	chr10	33177492	33336262	chr10:33177492	ENSG00000099250
NSDHL	2149.66953029821	0.795452679507533	0.200967735470755	3.95811137367017	7.55447329011566e-05	0.00210865152515364	ENSG00000147383	protein_coding	chrX	152830967	152869729	chrX:152830967	NSDHL	protein_coding	chrX	152830967	152869729	chrX:152830967	ENSG00000147383	ENSG00000147383	protein_coding	chrX	152830967	152869729	chrX:152830967	NSDHL	protein_coding	chrX	152830967	152869729	chrX:152830967	ENSG00000147383
NT5DC3	544.5171675952	0.750138617234253	0.236448065288013	3.17253015507031	0.00151116864894569	0.0258351429081398	ENSG00000111696	protein_coding	chr12	103770453	103841197	chr12:103770453	NT5DC3	protein_coding	chr12	103770453	103841234	chr12:103770453	ENSG00000111696	ENSG00000111696	protein_coding	chr12	103770453	103841197	chr12:103770453	NT5DC3	protein_coding	chr12	103770453	103841234	chr12:103770453	ENSG00000111696
NUAK2	604.562975281661	-0.853256510402775	0.233882696862918	-3.64822418181231	0.000264059182218648	0.00606527415881714	ENSG00000163545	protein_coding	chr1	205302059	205321791	chr1:205302059	NUAK2	protein_coding	chr1	205302063	205321745	chr1:205302063	ENSG00000163545	ENSG00000163545	protein_coding	chr1	205302059	205321791	chr1:205302059	NUAK2	protein_coding	chr1	205302063	205321745	chr1:205302063	ENSG00000163545
NUDT9	2584.35891760531	0.634365175167766	0.206486988877104	3.07217989190266	0.00212501618075263	0.0333544395978006	ENSG00000170502	protein_coding	chr4	87422582	87459454	chr4:87422582	NUDT9	protein_coding	chr4	87422573	87459455	chr4:87422573	ENSG00000170502	ENSG00000170502	protein_coding	chr4	87422582	87459454	chr4:87422582	NUDT9	protein_coding	chr4	87422573	87459455	chr4:87422573	ENSG00000170502
ODC1	164016.699598615	3.34177288535287	0.207718856319849	16.0879611247578	3.09875123970663e-58	6.68168236061741e-55	ENSG00000115758	protein_coding	chr2	10439968	10448504	chr2:10439968	ODC1	protein_coding	chr2	10439968	10448327	chr2:10439968	ENSG00000115758	ENSG00000115758	protein_coding	chr2	10439968	10448504	chr2:10439968	ODC1	protein_coding	chr2	10439968	10448327	chr2:10439968	ENSG00000115758
OGFRL1	2149.18923380055	-0.624050366402105	0.200443814054861	-3.11334310487279	0.00184980833103053	0.0299335775893777	ENSG00000119900	protein_coding	chr6	71288803	71308950	chr6:71288803	OGFRL1	protein_coding	chr6	71288811	71309059	chr6:71288811	ENSG00000119900	ENSG00000119900	protein_coding	chr6	71288803	71308950	chr6:71288803	OGFRL1	protein_coding	chr6	71288811	71309059	chr6:71288811	ENSG00000119900
ORC5	1967.28977792928	0.924208577310142	0.199102316560022	4.64187756967423	3.4525742464373e-06	0.000148520961972677	ENSG00000164815	protein_coding	chr7	104126341	104208047	chr7:104126341	ORC5	protein_coding	chr7	104126341	104208047	chr7:104126341	ENSG00000164815	ENSG00000164815	protein_coding	chr7	104126341	104208047	chr7:104126341	ORC5	protein_coding	chr7	104126341	104208047	chr7:104126341	ENSG00000164815
OSR2	558.880691333322	-1.2276905825227	0.235796642166071	-5.20656516244212	1.92368161627484e-07	1.04350653713022e-05	ENSG00000164920	protein_coding	chr8	98944403	98952104	chr8:98944403	OSR2	protein_coding	chr8	98944403	98952104	chr8:98944403	ENSG00000164920	ENSG00000164920	protein_coding	chr8	98944403	98952104	chr8:98944403	OSR2	protein_coding	chr8	98944403	98952104	chr8:98944403	ENSG00000164920
OTUD7B	2339.76755101171	1.33626703655623	0.193519929672641	6.90506160691907	5.01816452396944e-12	5.09196106108664e-10	ENSG00000264522	protein_coding	chr1	149937812	150010676	chr1:149937812	OTUD7B	protein_coding	chr1	149937812	150010726	chr1:149937812	ENSG00000264522	ENSG00000264522	protein_coding	chr1	149937812	150010676	chr1:149937812	OTUD7B	protein_coding	chr1	149937812	150010726	chr1:149937812	ENSG00000264522
OTULIN	1252.59240643244	0.948211469935511	0.212001622685327	4.47266137836565	7.72520589075825e-06	0.000302176420897006	ENSG00000154124	protein_coding	chr5	14664664	14699711	chr5:14664664	OTULIN	protein_coding	chr5	14664664	14699850	chr5:14664664	ENSG00000154124	ENSG00000154124	protein_coding	chr5	14664664	14699711	chr5:14664664	OTULIN	protein_coding	chr5	14664664	14699850	chr5:14664664	ENSG00000154124
P4HA2	675.522047390923	0.763444092654166	0.219066038481076	3.48499520029489	0.000492145869385272	0.0102778647056852	ENSG00000072682	protein_coding	chr5	132191838	132295315	chr5:132191838	P4HA2	protein_coding	chr5	132190147	132295315	chr5:132190147	ENSG00000072682	ENSG00000072682	protein_coding	chr5	132191838	132295315	chr5:132191838	P4HA2	protein_coding	chr5	132190147	132295315	chr5:132190147	ENSG00000072682
PACS1	2735.31020035986	1.46156479873848	0.238645443768594	6.12441945531424	9.10148395342407e-10	7.10409946590793e-08	ENSG00000175115	protein_coding	chr11	66070363	66244747	chr11:66070363	PACS1	protein_coding	chr11	66070272	66244744	chr11:66070272	ENSG00000175115	ENSG00000175115	protein_coding	chr11	66070363	66244747	chr11:66070363	PACS1	protein_coding	chr11	66070272	66244744	chr11:66070272	ENSG00000175115
PAG1	673.229284138425	-1.10802210784615	0.24884347658234	-4.45268697843289	8.4802337658781e-06	0.000327991104173536	ENSG00000076641	protein_coding	chr8	80967810	81112068	chr8:80967810	PAG1	protein_coding	chr8	80967810	81112068	chr8:80967810	ENSG00000076641	ENSG00000076641	protein_coding	chr8	80967810	81112068	chr8:80967810	PAG1	protein_coding	chr8	80967810	81112068	chr8:80967810	ENSG00000076641
PAK1IP1	1424.90168200403	1.28842842356157	0.198946285144665	6.47626278934879	9.40222401174945e-11	8.23291188846082e-09	ENSG00000111845	protein_coding	chr6	10694695	10709782	chr6:10694695	PAK1IP1	protein_coding	chr6	10694972	10709782	chr6:10694972	ENSG00000111845	ENSG00000111845	protein_coding	chr6	10694695	10709782	chr6:10694695	PAK1IP1	protein_coding	chr6	10694972	10709782	chr6:10694972	ENSG00000111845
PARVA	526.545607750206	0.817289682486565	0.23787839806659	3.4357456966638	0.000590925369172116	0.0119361388972119	ENSG00000197702	protein_coding	chr11	12377185	12530801	chr11:12377185	PARVA	protein_coding	chr11	12377563	12535356	chr11:12377563	ENSG00000197702	ENSG00000197702	protein_coding	chr11	12377185	12530801	chr11:12377185	PARVA	protein_coding	chr11	12377563	12535356	chr11:12377563	ENSG00000197702
PASK	1663.81849078174	0.5934342274784	0.197183063956988	3.00955982511686	0.00261626548504911	0.0385731449718779	ENSG00000115687	protein_coding	chr2	241106099	241150264	chr2:241106099	PASK	protein_coding	chr2	241106099	241150264	chr2:241106099	ENSG00000115687	ENSG00000115687	protein_coding	chr2	241106099	241150264	chr2:241106099	PASK	protein_coding	chr2	241106099	241150264	chr2:241106099	ENSG00000115687
PBX1	517.986446867207	-1.26886327106167	0.272108993324512	-4.66306995428279	3.11526796718536e-06	0.0001350210362662	ENSG00000185630	protein_coding	chr1	164555584	164899296	chr1:164555584	PBX1	protein_coding	chr1	164555584	164899296	chr1:164555584	ENSG00000185630	ENSG00000185630	protein_coding	chr1	164555584	164899296	chr1:164555584	PBX1	protein_coding	chr1	164555584	164899296	chr1:164555584	ENSG00000185630
PCBD2	440.381107966705	-0.757857305078939	0.248759519637985	-3.0465459419677	0.00231487100606743	0.0356531471916635	ENSG00000132570	protein_coding	chr5	134904906	135007959	chr5:134904906	PCBD2	protein_coding	chr5	134905120	135007959	chr5:134905120	ENSG00000132570	ENSG00000132570	protein_coding	chr5	134904906	135007959	chr5:134904906	PCBD2	protein_coding	chr5	134905120	135007959	chr5:134905120	ENSG00000132570
PCDH1	1134.01005931446	1.42405712510494	0.214854716882384	6.62800028674494	3.40264810088877e-11	3.0892463021227e-09	ENSG00000156453	protein_coding	chr5	141853111	141879246	chr5:141853111	PCDH1	protein_coding	chr5	141853090	141879246	chr5:141853090	ENSG00000156453	ENSG00000156453	protein_coding	chr5	141853111	141879246	chr5:141853111	PCDH1	protein_coding	chr5	141853090	141879246	chr5:141853090	ENSG00000156453
PDIA5	2643.84512194611	0.696361298389439	0.207118199260213	3.36214442225121	0.000773396619168904	0.014989990652431	ENSG00000065485	protein_coding	chr3	123067062	123225227	chr3:123067062	PDIA5	protein_coding	chr3	123067025	123225227	chr3:123067025	ENSG00000065485	ENSG00000065485	protein_coding	chr3	123067062	123225227	chr3:123067062	PDIA5	protein_coding	chr3	123067025	123225227	chr3:123067025	ENSG00000065485
PDLIM5	3543.4867714253	0.820590858365487	0.199112454946549	4.12124323707311	3.76833301511567e-05	0.00121275642743928	ENSG00000163110	protein_coding	chr4	94451857	94668227	chr4:94451857	PDLIM5	protein_coding	chr4	94451857	94668227	chr4:94451857	ENSG00000163110	ENSG00000163110	protein_coding	chr4	94451857	94668227	chr4:94451857	PDLIM5	protein_coding	chr4	94451857	94668227	chr4:94451857	ENSG00000163110
PER1	1415.45494458849	1.86304067441302	0.211696718652962	8.80051748684464	1.36186693151885e-18	2.79669102008334e-16	ENSG00000179094	protein_coding	chr17	8140472	8156506	chr17:8140472	PER1	protein_coding	chr17	8140472	8156506	chr17:8140472	ENSG00000179094	ENSG00000179094	protein_coding	chr17	8140472	8156506	chr17:8140472	PER1	protein_coding	chr17	8140472	8156506	chr17:8140472	ENSG00000179094
PFKFB2	2885.66928854045	0.997825695193442	0.188735128642924	5.28691029787715	1.2439960267919e-07	6.98987995510105e-06	ENSG00000123836	protein_coding	chr1	207034366	207081024	chr1:207034366	PFKFB2	protein_coding	chr1	207034366	207081024	chr1:207034366	ENSG00000123836	ENSG00000123836	protein_coding	chr1	207034366	207081024	chr1:207034366	PFKFB2	protein_coding	chr1	207034366	207081024	chr1:207034366	ENSG00000123836
PGM3	2554.48070656253	1.0199738163093	0.189332260865077	5.38721616511072	7.15573526462469e-08	4.18428587507715e-06	ENSG00000013375	protein_coding	chr6	83161150	83193936	chr6:83161150	PGM3	protein_coding	chr6	83147324	83193936	chr6:83147324	ENSG00000013375	ENSG00000013375	protein_coding	chr6	83161150	83193936	chr6:83161150	PGM3	protein_coding	chr6	83147324	83193936	chr6:83147324	ENSG00000013375
PGM5	96.7816748514631	-1.42719577308963	0.396719244355304	-3.59749569348197	0.000321295813952023	0.00716992599052056	ENSG00000154330	protein_coding	chr9	68328308	68531061	chr9:68328308	PGM5	protein_coding	chr9	68328308	68531061	chr9:68328308	ENSG00000154330	ENSG00000154330	protein_coding	chr9	68328308	68531061	chr9:68328308	PGM5	protein_coding	chr9	68328308	68531061	chr9:68328308	ENSG00000154330
PHF8	3074.11145934321	1.03292661928585	0.220542467666278	4.68357242129374	2.81917782768089e-06	0.000123269797287379	ENSG00000172943	protein_coding	chrX	53936676	54048958	chrX:53936676	PHF8	protein_coding	chrX	53936676	54048958	chrX:53936676	ENSG00000172943	ENSG00000172943	protein_coding	chrX	53936676	54048958	chrX:53936676	PHF8	protein_coding	chrX	53936676	54048958	chrX:53936676	ENSG00000172943
