7485_IG1_20200906	7485_IG3_20200906	7485_ZX2_20200906	7485_ZX3_20200906	7481_IG1_20200906	7481_IG3_20200906	7481_ZX2_20200906	7481_ZX3_20200906	7486_IG1_20200906	7486_IG3_20200906	7486_ZX2_20200906	7486_ZX3_20200906
PHC1	449.91	538.2528	277.5246	333.3381	342.6072	384.7417	339.1763	281.0222	269.2195	281.5948	189.9218	219.8556
PHC1P1	52.0634	20.0903	41.2631	15.6301	11.5476	62.1753	32.6321	32.2283	26.2348	30.0731	13.4558	18.964
PHC2	1997.9999	1989.00457	1468.0047	1569.9971	1346.004	1586.0002	1398.0031	1188.0018	1139.00207	1283.9968	972.9999	1146.0023
PHC3	2355.46529	2220.32849	1468.10822	1317.91043	1652.483	2148.82509	1863.9813	1386.8298	1304.40739	1745.60789	1348.53334	1478.89113
PHEX	23.1124	19.0057	26.0074	18.0107	40.0102	42.0192	30.2339	30.5913	39.0151	52.0151	38.3056	43.0123
PHEX-AS1	0	0	1	0	0	0	1	0	0	1	0	0
PHF1	1221.998	1183	966	991	861	997	1099	961	894.9996	805	814	864.9996
PHF10	694.61755	745.7275	489.1871135152	461.1913	431.48990542143	593.93206	442.4757	409.76849	436.0115757	527.67244	356.422407	392.2070801
PHF11	460.0003	543.9999	339.000405028	372.99959	455	543.0005	377.0001	364.0001	315.99967	378.00045	247.00018	317.00046
PHF12	1227.188	1195.597	939.142	1069.1153	845.246	978.6329	1059.426	906.52	754.45904	801.6831	799.5059	799.7134
PHF13	927	937	679	706	840	1102	926	851	674	825	645	726
PHF14	631.9996	647	602.0001	586.0005	573.0003	703.0002	769.0001	601.9997	434.0003	516.0001	544.0003	619
PHF19	539	521	453.9997	507.001	475.0003558307	623.0001	533.00005	488.999	376.9994	405.0003	395.9996	476.0000080339
PHF2	1102.00000029947	1016.00414914	452	505.000000118047	874	1050.000582	675	531	750.999775956	835.0002	382.000192	477.0004173
PHF20	2308.05	2149.984	1799.414	1790.902	1423.7235	1839.742	1668.831	1388.81	1453.5169	1749.2709	1566.945	1594.534
PHF20L1	3100.5369	2729.58038	2319.8641911365	2268.721942	1978.1995074547	2737.00433	2428.54361	1925.66196097	1669.48163	1992.91017	1843.9678465	1953.3112470333
PHF21A	760	755	663	685	727	923	947	763	666	693	696	747
PHF21B	0	0	0	0	0	0	0	0	0	0	0	0
PHF23	1889.9987	1715.9976	1539.9953	1454.0036	1307.99970006613	1509.9985	1559.9958	1291.0034	1230.9998	1268.99990019587	1194.9976	1336.9988
PHF24	0	2	0	3	0	0	0	2	0	0	0	1
PHF2P2	0	0	0	0	0	0	0	0	0	0	0	0
PHF3	1996.0049	1957.99667	1262.00362	1199.9966	1683.00455	2286.99915	1716.99611	1468.00469	1023	1423.9965	1085.99958	1182.0007
PHF5A	640	697	639	705	493	643	678	551	441	513	492	597
PHF5CP	0	0	0	0	0	0	0	0	0	0	0	0
PHF6	1200.8255	1228.6482	1169.4836	1234.217	809.2764	1036.6391	984.5088	869.13165	757.7876	969.8851	992.5704	1045.7165
PHF7	52	61.00005	43.999931116	54	55	45	37	38	46	47	37	40
PHF8	723.99989	683.99979	614.0003	569.99958	545.00004	686.00027	684.9999	662.99961	485.9998	505.0002	491.0003	567.0004
PHGDH	573	780	492	516	710	807	1208	1043	370	420.00031	451	476.99956
PHGR1	0	0	0	0	0	0	0	0	0	0	0	0
PHIP	1696	1623	1207	1255	1256	1752	1330	1150	981	1261	1048	1142
PHKA1	862.2555	826.0001	371.9996914	376.5474	141.401025468	118.4681	49.7865	43	369.9997	441.9996	191.9924	194.38077863
PHKA1-AS1	1	0	0	0	0	0	1	0	1	0	0	0
PHKA1P1	3.74489	0	0	4.45277	1.59901	5.53193	3.21523	0	0	0	3.00761	11.6192
PHKA2	410	405	243.212	265.913	347.939	450.783	380	283	341	285	209	262
PHKA2-AS1	2	0	5.7879	1.08748	2.0613	4.21739	1	0	2	0	1	1
PHKB	2703.098	2431.256	2454.873	2414.657	2301.892	2773.0601	2854.2541	2379.0137	2123.4506	2559.518	2753.766	2914.508175779
PHKBP1	0	0	0	0	0	0	0	0	0	0	0	0
PHKBP2	0	0	0	0	0	0	0	0	0	0	0	0
PHKG1	4.31252	10.34781	13.7294	12.916046958	6.52902	9.73532	4.72036	6.23295	2.15256	9.69683	1.0781	8.62525
PHKG1P1	0	0	0	0	0	0	0	0	0	0	0	0
PHKG1P2	0	0	1	0	0	0	0	0	0	0	0	0
PHKG1P4	0	0	0	0	0	0	0	0	0	0	0	0
PHKG2	393.4536	409.9177	367.1336	376.1535	307.9556	306.2599	322.7006	296.7091	266.5074	253.1075	259.4099	296.0297
PHLDA1	4949.6667	4231.571	4089.655	4384.8285	2593.504200653	3190.8973	3617.085196529	2837.2884	1418.8803	1802.4942	1870.9535	1886.16398
PHLDA2	1448	1248	1290	1313	809	866	978	903	1020	981	905	944
PHLDA3	2727.645	2714.241	1710.338	1748.459	1809.812	1924.365	1777.791	1603.861	2021.218	2014.259	1626.653	1600.064
PHLDB1	7184.7263	6355.826	6004.0792	6241.379	4088.4229	4854.499976	5119.0011	4102.7701	4447.1159359	4563.99707475	4503.4334	5136.2705
PHLDB2	1616.52466	1649.06543130623	1649.29410006765	1796.07092	1545.00460033104	2200.00380012973	2309.06330002564	1879.995	896.8966074598	1176.00064	1215.99980010528	1238.01356754994
PHLDB3	135.1731	147.0839	140.2162	134.0635	88.0154	85.2224	132.1082	110.0167	98.0013	132.1136	105.1351	113.0712
PHLPP1	713	535.075	550.118	553.226	264	275.019	269.022	179.051	211.027	188	193.063	193.083
PHLPP2	1031.912	991.149	628.6821	564.2452	742.2459	915.1051	752.8973	576.5533	567.9958	705.9866	440.6683	493.8139
PHOSPHO1	15	14	17	14	15	7	29.99996	18.99997	4	9	16.99998	12
PHOSPHO2	23	14.79987	15.99997	15	15.8398	22.76208	12	11	12.99996	21.95625	17.8938	12.9527
PHOX2A	0	0	0	0	0	0	0	1	0	0	0	0
PHOX2B	0	0	0	0	0	0	0	0	0	0	0	0
PHPT1	1204.9991	1226.9976	979.0001	989.9996	929.9996	1049.3482	1307.9986	1021.997	931.3593	848.9996	929.0001	890.0001
PHRF1	2019.0046	1850.00421	1212.0001	1358.999693967	1141.0004	1281.9993	1174.9993	925.0005	1092.0000210849	1176.000011	876.0000947415	1089.0004
PHTF1	927.0006	822.9999	687.9998	731.99964	678.0006	869.9995	744	667.00045	528.9998	717.9997	613.0001	635.9996
PHTF2	3845.9971	3385.00241112717	3002.002	3142.00225	2521.00181	3343.99996	3053.9958	2340.99727915589	3055.9973	4364.00482	3397.0011	3260.0041
PHYH	478.99999	472.9997	328.99981	341.00005	444.99953	606.0003	510.99969	456.00044	340.99984	405.99966	334.9997	316.99975
PHYHD1	145.9409	147.7997	223.3322	237.9396	92.2634	139.3555	199.7076	192.205	39.57793	37.0142	87.73914	82.6679471
PHYHIP	3	2	4	3	8	7	8	11	8	9	11	16
PHYHIPL	3.13293	0	0	0	0	0	1.17678107165	1.3527200129213	0	0	0	0
PHYKPL	219.0004	234.0003	204.0004	220.0003	174.0003	183.0002	275.0001	209.0003	184.0003	193.0005	220.9996	250.0003
PI15	1	0	0	0	0	0	0	0	0	0	0	0
PI16	331.9996	236.9998	248.9999	266	903	786.0001	1014	765.0001	81	71	89	68
PI3	0	0	0	0	0	0	0	0	0	0	0	0
PI4K2A	2317	2171	1614	1660	1498.7	1714	1505	1283	1354	1445	1105.57	1261
PI4K2B	1180.14	1237.88	918.09	935.247	738.904	1018.46	1014.07	784.774	611.767	912.587	763.431	811.14
PI4KA	3230.34	3073.01	2509.88	2480.32	2750.4	3232.68	3203.23	2593.64	2318.03	2493.27	2031.42	2209.36
PI4KAP1	103.57555	100.5522	83.58575	71.288	76.5069	81.424	78.3812	81.75193	40.80196	57.2354	75.73112	32.52542
PI4KAP2	116.5288	124.4042	107.8557	131.1088	108.22129	124.59889	97.73917	110.87239	94.55307	100.4076	84.3015	95.1644
PI4KB	2687.3467	2793.999	2236.8527	2289.197	1877.4637	2195.883	2090.507	1692.147	1903.7812	1985.2348	1802.433	1890.34
PIANP	158	116	155.0001	162.99994	58.0001	46	53	70	61	64.99997931	75	49
PIAS1	1261.423	1178.605	1061.07	1054.701	1076.174	1285.321	1271.279	1091.026	966.333	1169.921	1030.778	1049.698
PIAS2	638.402	604.811	529.725	513.885	529.4386	619.145	614.03	530.863	511.186	584.101	591.287	591.648
PIAS3	2375.15	2211.06000001049	1949.95	2128.33	1961.3	2194.95	2509.26	2121.37	1657.94	1730.65	1731.96	1994
PIAS4	617	583	425	451	394	386	413	385	401	425	347	406
PIBF1	712	675	561	595	425.9998	605.0001	488	433.00002	299	389.99992	386.0004	425.00027
PICALM	28839.0131	25672.9932	22923.9906	22786.0262	15455.006	19726.9518705	19400.967	15307.9887	13284.048	17235.9816057123	14554.99771	15171.0273732
PICK1	168.8225	141.1974	160.7945	133	172.7979	180.0003	255.602	227	202.0004	218.9998	247	258.9505
PID1	637.0002	628.9998	546.9999	493.0002	292.0004	398.00031078	355.9996	308.9996	207	248.9996	241.0003	268.9997
PIDD1	211.9999	229.0004	147.0004	158	105	115	98	111	88	84.00001	92	65
PIEZO1	14834.692	12876.357	11079.654	11471.084	7667.144	8821.934	8424.309	6909.728	8806.325	8958.301	7887.661	8893.774
PIEZO1P1	0	0	0	0	0	0	0	0	0	0	0	0
PIEZO1P2	0	0	0	0	0	0	0	0	0	0	0	0
PIEZO2	6	1	2.000003944	1.000000411	0	0	0	0	0	0	0	0
PIF1	102	127.0003779	70	67	71	82	41	38	65	86	65.00003	39
PIFO	7	4	9	2	2	4	0	2.000002	4	3	2.999997	5
PIGA	273.99961	271.00021	223.999800133078	217.999899	116.999660016197	156.999517	173.99975	123	93.99996	114.99957	133.00039	99.000000689146
PIGB	327.258	327.0505	270.5686	333.293	323.9314	425.6202	369.979	351.699	232.166	276.069	290.3057	296.8539
PIGBOS1	122.4095	123.2838	144.425	141.1999	78.8088	97.7766	125.1349	109.293	110.4443	121.4188	119.8337	120.0555
PIGC	384.0004	368	331.9996	305.0005	272.99991	350.0002	374.96473	369.04859	205.9999	249.32839	201.48618	269.9285
PIGCP1	251.853	289.199	245.904	221.891	204.831	239.463	244.612	203.692	147.093	174.843	128.414	173.471
PIGCP2	0	0	0	0	0	0	0	0	0	0	0	0
PIGF	528.212	467.336	407.437	427.292	367.9772	530.111	432.0757	433.294	380.326	426.5639	382.69	387.697
PIGFP1	0	0	0	0	0	0	0	0	0	0	0	0
PIGFP2	0	0	0	0	0	0	0	0	0	0	0	0
PIGFP3	0	0	0	0	0	0	0	0	0	0	0	0
PIGG	1692.9986	1607.99883	1356.0008	1387.00059	1340.0001	1677.9995	1864	1458.9984	1403.0026	1463.99591	1545.001	1485.00255
PIGH	216.7634	233.60877	174.15121	220.6767	224.75907	303.91018	260.5759	221.76596	133.87756	171.93654	137.76608	147.91152
PIGHP1	1.12297	2.24485	0	0	0	0	3.55704	1.09127	1.13028	0	0	2.04524
PIGK	2190.001	2082.004	2056.996	1959.995	1956.9968	2433.9998	2787.997	2345.9969	1520.99779	1840.999	1973.997	2162.003
PIGL	75	61.99995	56	67	57	66.00001	61	40.00002	61.9999	54	49	45
PIGM	492.007	445.139	513.598	564.385	426.104	505.31	591.019	551.666	383.775	456.923	508.17	596.797
PIGN	1180	1028	815	796.0004	764	998	755	651	879	1132	949	957
PIGO	609	576.99978	446.891	507.9995	464	580.0004	585.0003	539.9999	419.9052	471.0006	436.9995	410.0003
PIGP	304.5188	317.0283	247.8582	255.9944	147.8911	234.55	193.0231	189.3716	280.5281	332.2981	284.4582	256.532
PIGPP2	0	0	0	0	0	0	0	0	0	0	0	0
PIGPP3	0	0	0	0	0	0	0	0	0	0	0	0
PIGPP4	0	0	0	0	0	0	0	0	0	0	0	0
PIGQ	659.69863	514.0001	337.5999	409.0001	413.9997	499.103	445	422.0004	431.9002	378.1345	303.9996	360.92612
PIGQP1	0	0	0	0	0	0	0	0	0	0	0	0
PIGR	12.0486	10.057	16.2909	10.6225	11.4355	7.04338	11.9889	7.01674	7.6305	7.81379	14.8285	10.0877
PIGS	2442.1	2141.666	2128.95	2226.044	2093.585	2471.14	3066.69	2525.86	1758.658	1841.895	1868.03	1973.727
PIGT	2526.9955	2413.001	2191.0002	2327.99664	2269.00432	2728.9985	3178.9962	2652.0048	2077.0015	2166.00479	2197.9986	2369.0021
PIGU	618.9999	602.0003	454	456	449.94209	555	448	364.9997	406.0003	467	369	370
PIGUP1	0	0	0	0	1.05837	0	0	0	0	0	0	0
PIGV	253.9998	244.0005	241.0004	223.9998	205.0005	256.9996	249.9998	228.9996	233.0004	258.0001	259.0002	257.9996
PIGW	555.967	574.946	555.228	608.2	338.378	431.153	526.853	426.83	253.971	323.809	378.017	423.72
PIGX	517.1815	471.3977	175.37889417	202.1677	474.2734	517.6346	202.47386	179.4526	357.1644	457.2583	177.3688	166.90726
PIGY	0	0	0	0	0	0	0	0	0	0	0	0
PIGZ	260	238.99979	86.00002	100.000017	180	210.00048	113	88	124	145.00026	63	64
PIH1D1	502	452	449.99986	477.0002	457	516.00029	594.9998	479.00046	400.00011	449	477.00041	460.9996
PIH1D2	16	25.99996	12.99998	19.00002	14	18.00689	24.99999137	13.9999944	7.087	14	14.99996	17
PIH1D3	2.0507	2.00566	0	0	2.18496	2.06863	0	2.00228	2.03144	1.02799	0	0
PIK3AP1	3.21563	10.27947	2.00044	4.265422	6.00318	10.0931	6.29623	2.000005	2.438415	7.07067	3	5.53879
PIK3C2A	2480.74	2409.63	1643.84	1670.71	1869.01	2523.36	2052.17	1676.49	2000	2522.51	2260.2	2222.64
PIK3C2B	49.1458000154215	64.65	43.9226	49.3037	52.4784	66.2556	65.2379	62.3828	82.05528	70.2245591	121.323	168.2016
PIK3C2G	1	0	1	0	0	2	0	0	0	0	1	0
PIK3C3	1798.12876	1729.43566	1449.08548	1513.83717	1264.31877	1481.1887	1618.7855	1271.4361	923.7439	1130.14010238774	1004.1152	1202.04247
PIK3CA	2008.67	1903.17	1565.67	1675.15	1525.39	2044.63	1935.03	1683.51	1295.51	1610.43	1583.27	1633.77
PIK3CB	909.00049	934.9999	559.00025	543.0002	676	930.99978	627.0003	592.0004	566.0004	719	489.99959	506.00011
PIK3CD	1294.90012	1218.89846992739	1011.76960380314	990.6157	436.6411887424	558.1997333984	633.236945769355	442.827720095285	328.2848499	334.76	279.00827065	332.1210356
PIK3CD-AS1	0	0	1	0	0	0	0	0	0	0	0	0
PIK3CD-AS2	9	8	17	9	3	7	17	19.9957	5	6	10	7
PIK3CG	2.00399	3.00773	4.01315	1.00205	3.00914	2.00422	1.00366	0	1.00153	0	4.00319	5.01753
PIK3IP1	572.99956	485	437.00017	475.99971	501.9998	697	721	685.99967	311	395.0004	401.00008	456.00048
PIK3IP1-AS1	0	0	0	0	0	2	0	0	0	1	1	0
PIK3R1	2343.64185	2038.0416	1780.9329	1971.2886	1861.1448	2339.6117	2170.55675	1923.62100163712	1459.4448	1928.6636	1802.3581122	1954.2796
PIK3R2	3511.23	3297.51	2448.28	2691.31	2011.15000008816	2227.84	2263.52143	1785.13	2062.26	2176.31	1733.59	1991.23576
PIK3R3	419.00039915467	385.99973	449.9999	510.999900034646	329.0004	396.9999137	522.000428601	375.9998	330.9996	362.99989	494	572.9999
PIK3R4	1306	1253	1131	1149	952	1159	1346	1112	677	855	854	1004
PIK3R5	0	0	0	0	0.99999954866	4.99999996927	4.0000042875	0.9999996115164	0	0	0	0
PIK3R6	1	0	0	1	16.99996	22	36.000037	17	1	0	0	0
PIKFYVE	1821.764	2038.6233	1475.12635	1499.06347	1461.4125	1777.36643	1711.24424	1410.21068	1015.10457	1319.61478	1170.29455	1267.1649
PILRA	1.00803	3.071752	1.02801	2	0	0	0	1.02497	0	0	0	0
PILRB	92.9810119883	87.0838	104.4043	105.8485	60.7748	38.35351	66.7064	56.5478	63.1412	69.5828	71.331	48.29974286
PIM1	94	144	68	68	48	80	62	49	44	51	37	38
PIM2	130	135	108	116	58	67	70	70	32	35	39	56
PIM3	204	215	128	145	175	193	142	139	187	194	132	130
PIN1	1010.00222	899.00022	824.99973	896.99997	753.0003	863.99954	908.99989	763.99998	871.99992	900.00004	755.00046	783.99986
PIN1P1	0	0	0	0	0	0	0	0	0	0	0	0
PIN4	516.00027	527.99968	544.00011	594.81798	444.99986	526.99998	558.87542	434.00035	321.00022	324.99966	349.00035	408.99963
PIN4P1	0	0	0	1.18199	0	0	1.12455	0	0	0	0	0
Pinc	1	0	0	0	0	0	0	0	0	0	0	0
PINK1	3149.55	2837.03	2141.08	2227.4	2630.03	2926.32	2924.09	2373.75	2408.87	2548.51	2003.04	2055.74
PINK1-AS	583.833	597.941	518.532	534.728	501.139	519.843	560.781	468.38	399.974	447.678	422.38	502.101
PINLYP	16.00001	21.00004	27.00007	33.99997	5	5	15	13.00001	10	14	23.00004	15
PINX1	253	271.0004	303	331.552	213.0004	216.987	287.0004	185	179.0003	170	187.9997	224.9997
PIP	0	0	0	0	0	0	0	0	0	0	0	0
PIP4K2A	2371.9962	2260.004	2015.004	2253.997	1625.9981	2149.9946	2172.003	1824.9971	1098.9981	1391.997469	1276.9971	1366.9956
PIP4K2B	4320	4120	3063	2981	2798	3381	2949	2460	2783	3220	2579	2857
PIP4K2C	592.99947	518	469.9997	522.9998	1107	1190.9999	1599.0006	1313.9999	1160	1152.0004	1299.0005	1246.0004
PIP5K1A	4287.1603	4111.10716	3200.709	3326.7223	2692.8535	3470.81	3325.57354	2828.76317	2405.7452	2697.1459	2154.2175	2389.058
PIP5K1B	1.0000000161996	1.0000000737355	0	1.0000000132041	0	0	0	0	0	0	0	0
PIP5K1C	5969.99535	5230.997	4357.9987	4516.9961	3376.99933	3807.0044	3735.00374	3187.99722	3846.0012	3978.00392	3524.0018	3817.9997
PIP5K1P1	1	1.00176	0	0	0	1.00068	0	0	0	0	1.00112	0
PIP5K1P2	0	0	0	0	0	0	0	0	0	0	0	0
PIP5KL1	58.00001	37.99996	21	31.00002	30.99998	43.00002	23.99995	28.00004	19.00002	13	13	7
PIPOX	10.9974	5.18701	23.2114	6.19571	8.15666	3.01147	10.6195	10.1425	7.06667	2.31691	4.4541	9.62911
PIPSL	57.8472	39.39227	39.6273	44.0612	46.0183	75.0217	45.5311	55.3724	40.3723	55.1979	30.107	32.2103
PIR	89	72	59	27	46.99996	91	63.00004	63	141.0001	147.9995	105	129.99971
PIRT	0	0	0	0	0	0	0	0	0	0	0	0
PISD	604.99992	566.0004	459.9999	496.0005	416.9998	483.9997459	464.00023	368.9998	538.00064	507.00003	455.9994	494.9998987
PISRT1	0	0	0	0	0	0	0	0	0	0	0	0
PITHD1	1296.0824	1381.0047	801.0003	931.9996	955	1086.0022	875	707	801.9996	844.9996	585	622.9997
PITPNA	3854.768	3545.293	2609.999	2626.029	2197.04521447	2619.77000755881	2264.4073	1771.549	2070.812	2323.614	1784.5803	1996.1087
PITPNA-AS1	41.2288	33.707	32.9992	31.974	46.9574	34.2319	50.5928	34.4505	39.1913	24.3868	33.4202	44.8961
PITPNB	3324.001	3181.001	2626.9999	2687.004	2091.003	2766.9984	2527.0019	2112.9958	1792.0006	2133.0011	1868.0028	2029.0028
PITPNC1	710.0001	795	799.0004	895.9994	506.0002	656.0004	834.999	584.0001	177	227	292.0005	335.0004
PITPNM1	1325.00500472635	1034	980.000000582749	1084	907.000302	1083	1155	917.9997	751	697	661	837.9990551316
PITPNM2	496.999820401391	431.9999	255.00057	256.0003	369.000149223	419.0001	304.0005	291.9999	272.999570123801	277.00046	148.999966	168.0002
PITPNM3	320.99967	243.987	210	207.00000391153	279.000000019555	328	430.308	341	400.9997902	373.9723742	437.56543206	489.9995
PITRM1	7172.2641	6530.9477	5508.1228	5620.0101	3827.16538	4581.3799	3875.5201	3318.3156	5601.0817	6299.175	5257.8115	5642.4315
PITRM1-AS1	71.7307	80.0487	72.6966	86.9869	71.8376	60.4035	87.887	72.6831	39.7896	78.823	72.19	64.2064
PITX1	5	7.02126	3	2	13.04228	14	13.000026	4.999996	6	1	3	3.000003
PITX2	507.000208721	530.99963	351.00046	318.00017841126	520.000190388303	569.99971	611.99949	480.00024	139.00001	131.00031	91.99999	108.99993
PITX3	10	7	2	1	0	2	2	0	1	0	0	0
PIWIL1	4.00249	4.03184	1.00959	4.00388	0	3.00115	1.00188	3.0056	0	0	0	1.04841
PIWIL2	8.20222	9.05741	9.4801	4.03652	12.22041	9.061059	12.08946	0	3.01528	1.00397	2.09273	4.01341
PIWIL3	0	5.0777	0	2.03969	1.03653	2.10916	3.0787	3.12865	2.13005	0	1.02665	2.02733
PIWIL4	127.00045	102	91	89	93.99998	139.0001	117.000316	120.99969	55.000047	51.00003	66	75.00001
PJA1	894	811.9996	688.9999	672.9999	642.0002	836.9997	850.0005	688.9992	539.0003	702.00000131612	663	652
PJA2	7440.00481	6873.997	5664.9998	5992.9970007	6201.004803	7772.999	7449.9977421	6645.997313	4763.0027	6289.0038	5804.998	6113.9991
PKD1	4661.61	4206.861	3153.745	3423.26	4056.21	4831.57	5614.31	4618.068	3820.27	4025.357	3812.48	4634.8
PKD1L1	24	32	14	18	6	5	7	1	17	10	11	13
PKD1L2	1.00857	0	3.0268	3.03253	2	0	1.00284	2.0402	4.19753	0	1.01842	2.00232
PKD1L3	0	0	0	3	1	0	0	0	0	1	0	0
PKD1P1	1604.04	1629.9	873.818	979.628	653.647	771.183	984.201	848.838	958.284	923.921	920.678	810.273
PKD1P5	260.297	278.017	201.447	147.4	436.1	452.71	616.724	403.715	126.363	99.9288	99.2185	104.201
PKD1P6	652.018	595.503	407.29	439.0024	400.935	405.0173	450.493	386.1683	313.9511	346.721	304.701	272.8959
PKD2	4456.998	4046.002417944	3545.001	3420.999	1996.9951	2675.0041	2093.9954	1837.9966	4317.002	5693.997	4805.99500092936	4775.003
PKD2L1	0	0	0	0	0	0	0	0	0	0	0	0
PKD2L2	0	1.09274	0	2.1974	2.57096	0	1.23987	1.026465571	0	0	0	1.25086
PKDCC	54	41	12	11	91	130	82	58	18	21	6	11
PKDREJ	12	12	6	10	7	20	15	7	6	15	8	11
PKHD1	0	0	0	0	0	1	0	1	0	0	1	1
PKHD1L1	0	0	0	0	0	0	0	0	0	0	0	0
PKI55	533	410	337	330	218	348	282	218	198	198	174	208
PKIA	466	472	469	476	188.99951	197.00011	158.9999	158.99999	126	195.9995	156.00001	167
PKIA-AS1	1.0001	0	1	1.00026	0	2	0	0	0	0	0	0
PKIB	2	1	1	5.20695	1	0	1	1	1	2	0	1
PKIG	679	616.0002	525.11102	572.09898	432.9999	491.24459	537.02832	442.00083	353.1058	441.00003	448.99949	411.9996
PKLR	0	2	0	1	0	0	0	0	1	0	0	1
PKM	93419.9834	83343.0467	76783.0513	79753.9504	70462.0064	81589.9959	84656.9827	72940.0459	74187.0386	77924.0293	76679.0419	83008.9766
PKMP1	1.00054	1.00074	0	0	0	1.00057	1.0006	1.00079	3.003	0	1.0008	1.00103
PKMP2	0	0	0	0	0	0	0	0	0	0	0	0
PKMP3	12	8	4	5	2	3	1	1	0	4	1	1
PKMP4	0	0	0	0	0	0	0	0	0	0	1	0
PKMP5	0	0	1.00019	0	0	0	0	0	0	0	0	0
PKMYT1	184.77521	237.32084	168.17076	186.59316	175.130444	196.33612	129.20991	135.91846	108.94534	116.06684	75.1359	100.23077
PKN1	2279	2195.001	1206	1213	1901.996	2097.998	1619.995	1359	2224.001	2102	1502	1488
PKN2	2408.69300013321	2313.0905	2032.4561	2000.7858	1769.7009	2178.74971	2185.5846	1851.0155	1456.4578	1953.6913	1913.0737	1970.18120094098
PKN2-AS1	1.00023	5.00169	9.00328	9.0065	4.00117	2.00121	3.00113	5.00235	5.0052	4.0014	6.00275	5.00163
PKN3	62	73	60	38	33	52	26	19	35	37	21	24
PKNOX1	1310.3167	1301.81942	1050.3384	1184.5028	803.30008	879.203	919.9407	791.6335	639.169	667.6294	619.173	640.6947
PKNOX2	8	3	1	3	7	2	5	1	8	10	1	3
PKNOX2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PKP1	96	77	43	45.0000489762	52	47.99995393396	24.0000221321	22	88.0000424659	101	92.99996	85
PKP2	2.02061	2.05349	2.0195200163697	9.13191	3.01968	4.0691	6.04907	4.05201	6.08296	2.0224	4.03317	7.07553
PKP3	36	10	18	3	47	25	13	13	41	35	22	31
PKP4	2453.997	2260.98865	2053.002	1919.0043	1288.9956	1655.0047	1535.0043	1323.9944	1684.9918	2005.9992	1696.0026	1947
PKP4P1	0	0	0	0	0	0	0	0	0	0	1	0
PLA1A	2	0	0	0	0	0	0	0	0	0	0	0
PLA2G10	3.00267	12.0864	2.00691	3.00172	1.00139	1.01201	4.08007	3.07496	1.01118	1.01955	2.01676	3.04832
PLA2G12A	1087.713	868.782	880.059	960.197	698.617	786.478	726.141	621.192	701.1261	851.62	749.5302	789.9289
PLA2G12AP1	4.15181	3.42205	4.63131	2.31971	6.7283	3.29387	2.2516	2.22952	2.1948	1.12093	3.17334	1.046
PLA2G12AP2	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G12B	0	0	0	0	0	1	0	0	0	0	0	0
PLA2G15	1459.9972	1234.00486	1199.98600003599	1310.0039	1145.99644	1324.97314	1467.001	1096.00343	1403.9859	1467.9953	1264.00419	1385.9998
PLA2G16	14.99996	15.99999	11	13	6	11	19.00002	17.99998	29	20.00003	33	38
PLA2G1B	2	1	2	0	0	2	0	0	0	0	2	1
PLA2G2A	0	0	0	0	1.00000033	0	0	2.000004444	0	0	0	0
PLA2G2C	7.03621	5.03082	9.03995	4.52942	2.00044	2.02808	5.02667	3.00194	6.00863	4.17459	1.00211	2.00627
PLA2G2D	11.6915	1.01132	4.27332	2.00978	2.02857	4.04191	5.11922	6.06542	3.02365	5.31568	7.63824	8.48667
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G3	0	0	0	0	0	2	1	0	0	0	0	0
PLA2G4A	22	15	17	22	141	160	279	251	108	108	167	196
PLA2G4B	35.8359	34	8.78322	35.7698	13.4689	0	11.1845	0	45.2411	6.89274	23.5806	25.4835
PLA2G4C	187.91378	163.895	145	131.6393	84.999969	97	90.99999654	80.9207	29.99999541081	31.00003	39	27
PLA2G4C-AS1	1.08603	1.10495	0	2.3607	0	1	2	3.079344	0	1	1	1
PLA2G4D	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4E	5.03904	3.03661	4.05612	4.0258	5.10112	3.04022	2.0409	2.03445	4.01137	5.04115	3.07793	0
PLA2G4E-AS1	15.5447	10.122	4.01502	8.39223	7.02622	8.14298	10.6098	10.6105	3.10051	8.23963	3.02455	9.87335
PLA2G4F	2	1	1	1	0	2	1	0	0	2	2.40371	0
PLA2G5	0	1	0	1	3	0	3	3	1	1	3	1
PLA2G6	88.61972	54.346835	85.56705	72.2374	35.4324302008	47.1283	90.96625	73.37227	55.76623	38.386169	78.57423	45.45068334471
PLA2G7	0	0	0	0	0	0	0	0	0	0	0	0
PLA2R1	616.699	590.97	434.778	426.721	541.777	662.977	588.187	472.429	537.664	623.529	529.375	564.247
PLAA	2540.997	2338.003	1732	1867.999	1589	2055.946	1873.996	1462	1711.997	1889.996	1621.002	1648.001
PLAC1	0	0	0	0	1	0	1	1	0	2	0	3
PLAC4	8.00655	7.00379	5.00227	1.00056	3.00137	3.01211	4.00143	1.0044	7.00464	3.03271	13.0082	12.0188
PLAC8	13.62241	15.01843	22.09814	13.084485	6.11933	16.38186	12.11853	6.11674	7.23642	9.29551	11.303392	2.035529
PLAC8L1	2	8	8	2	1	1	1	3	5	3	5	1
