7496_IG1_20201218	7496_IG3_20201218	7496_ZFX2_ZFY1_20201218	7496_ZFX3_ZFY2_20201218	7497_IG1_20201218	7497_IG3_20201218	7497_ZFX2_ZFY1_20201218	7497_ZFX3_ZFY2_20201218	7506_IG1_20201218	7506_IG3_20201218	7506_ZFX2_ZFY1_20201218	7506_ZFX3_ZFY2_20201218
LRRK1	1703	2308.09	1448.4404	1341	1029	1345.63693	741.448	685.00044	1648.2294	1129	1046.85	1188.0021
LRRK2	313.00031	491.0004	509	394	355.9995	331	414.0003	373	113.9996	79	59	55.00004
LRRN1	4	5	13	6	7	12	4	5	31	17	44	47
LRRN2	7.00189	2.11258	1	0	0	0	2.00132	0	14.54362	2.00075	2	5
LRRN3	104	163	111	110.0193	36.99999	38.00002	43	31.99999	38	17	13.99999	29
LRRN4	0	3	3	3	0	1	0	0	4	15	2	7
LRRN4CL	223.516	282.815	362.458	222.317	330.246	396.412	179.46	146.661	37.7982	24.044	35.8645	37.1473
LRRTM1	0	1	0	0	0	0	0	0	0	0	0	0
LRRTM2	58.0153	75.0368	67.0305	100.043	16.0089	19.0066	47.01969	45.0145	62.02953	45.019	44.0095	72.0409
LRRTM3	0	2	0	0	0	0	0	0	0	0	0	0
LRRTM4	0	0	0	0	0	0	0	0	0	0	2	1
LRSAM1	949.000212723	1258	1081	962.9993	492.0000153112	624.0008	706	690.9994	1168.0002	655.0000394	857	803
LRTM1	0	1.04789	3.19624	0	3.03015	0	1.01995	3.11593	2.07214	3.3351	2	0
LRTM2	0	0	0	0	0	0	1	0	0	0	0	0
LRTOMT	308.31023	367.174335417	310.12124	297.941274	164.34041	222.416	195.415009428	247.190840234453	337.1472	172.45442	187.98246	275.63741
LRWD1	710	790	600	782.124	472	674	554	755	865	624	539	593.106
LSAMP	378.0908	710.544	902.749	450.127	202.0626	225.08	257.6842	266.0489	653	407.1081	495.0001	577.14284
LSAMP-AS1	0	0	3.0644	0	2	0	0	0	2	0	0	0
LSG1	2094.52	2743.27	2537.52	2609.14	1574.75	2129.61	1698.41	1992.19	2662.19	1892.11	1783.74	2167.5
LSINCT5	0	8.23753	4.10267	7.29799	1.03668	9.46178	4.04218	1.01706	4.04778	1.06531	3.02643	2.04707
LSM1	2528.554	3202.732	2884.096	2746.191	1705.2428	2297.795	2556.172	2821.29	3524.436	2214.824	2352.931	2535.62
LSM10	1063	1137	817	1057	713	962	1024	1171	1446	1025	848	909
LSM11	266.527	414.511	401.686	359.85	185.81	310.173	266.727	270.102	393.292	285.964	282.14	312.118
LSM12	4000.7039	5179.6846	4786.3012	4439.2428	2327.4821	3110.0506	3294.6787	4164.472	5710.5108	3528.8145	3798.7161	4449.7657
LSM12P1	412.948	622.763	304.919	539.48	271.085	415.31	359.041	493.064	798.19	448.757	624.59	670.007
LSM14A	4994.92	6564.15	6988.17	5378.54	2745.732	3678.8	4018.065	4260.13	5592.11	3814.669	3953.197	4327.572
LSM14B	1659.0006	2346.005	2130.003	1899.9959	1068.0043	1366.0023	1373.0045	1475.9994	1847.004	1191.998	1453.9973	1398.0048
LSM1P1	0	0	0	0	0	0	0	0	0	0	0	0
LSM1P2	0	0	0	0	0	0	0	0	0	0	0	0
LSM2	710	901	727	1005	371	546	668	810	987	814	801	812
LSM3	2120.16	3018.56	2486.26	2769.94	1295.88	1681.34	2420.06	2505.77	3426.83	2448.41	2613.39	2827.4
LSM3P2	0	0	0	0	0	2	0	0	0	0	0	1
LSM3P3	0	0	0	0	0	0	0	0	0	0	0	0
LSM3P4	0	0	0	0	0	0	2	0	0	0	0	0
LSM3P5	0	0	0	0	0	0	0	0	0	0	0	0
LSM4	3623.999	4527	2992.001	3959.998	2439	3419.001	3807.002	4306	6618	4135.003	4086.997	4251.004
LSM5	876.8128	966.2716	999.66753	1047.92338	531.49912	707.27822	852.29037	1025.7496	1535.99001	1119.9709	1072.99676	1232.43966
LSM6	451.99966	488.9997	448.0001	490.0003	208.9995	329.0002	383.9996	420.9999	699.0008	510.9996	526.0006	531.0003
LSM6P2	0	0	0	0	0	0	0	0	0	0	0	0
LSM7	1084	1321.0037	994.0006	1114.9995	520.00006	723.9996	884.0007	980.9996	1463.9967	932.0007	1125.9997	1098.0007
LSM8	774.4621	994.9611	1032.0805	1130.3522	462.1453	632.5812	699.0905	694.1443	1313.9427	915.8499	931.0375	958.2545
LSMEM1	17	20.13664	21.00001	22	31.99999	38	6	12	6.999999	9	1	7
LSMEM2	0	0	0	0	0	0	0	1.17187	1.12017	0	0	0
LSP1	19.4943	18.4277	10.2521	12.3238	22.498	28.2461	33.0432	22.48701	17.4201	12.3381	12.3199	10.2866
LSP1P1	0	0	0	0	0	0.600909	0	0	0	0	0	0
LSP1P2	1	0	0	0	0	0	3	0	0	0	3	0
LSP1P3	0	0	0	0	0	0	0	0	0	0	0	0
LSR	131.00026	146.00015	90.000016	86	78	92.99995	117.0001	123.9996	210.9996	111.9995	140.00016	134.99985
LSS	5819.842	6957.9528	4628.637	5705.937	3339.9	4630.881	5203.0023	5750.983	6600.993	3983.996	4104.872	4482.96
LST1	0	0	0	0	0	0	2.000001731	0	1	0	0	0
LTA	0	3	2	0	1	1	0	3	0	0	0	0
LTA4H	3797.0171444	4867.0032748	3440.005	3429.997	2372.0053	3112.189	3302.0006	3656.083	5381.005	3270.002	3408.996	3576.0040433261
LTB	1	0	0	0	0	0	0	2	0	0	3	0
LTB4R	42.04125	43.1029	53.127	33.0597	24.43398	38.05699	23.64666	14.012	24.43419	31.03903	22.36601	26.54547
LTB4R2	14.0604	28.81059	21.0815	13.4211	21.2132	18.685047	1.99976	18.3995	15.993	11.6164	5.71249	18.5733329
LTBP1	33948.976	43504.023	37209.979	35973.04	27364.982	35918.018	28780.013	30361.977	13932.997	8245.996	9182.004	9357.998
LTBP2	74950.89488	90809.2825	103165.1049	70238.8026	48262.8	61819.4615	21158.8	19716.8	28998.5	17215	23782.9	26826.9
LTBP3	4881.1992	6816.6933	5882.5369	3632.49767	2252.95296	2546.93962	706.57536	692.7192	2675.476	1251.309842	1971.9571	2101.4644
LTBP4	912.0002	1150	1095	944	529	778	801	885.0005	696.0005	414.0004	448	511.00051
LTBR	5420.001	6945.9932	4702.002	4371.0012	5151.996	6784.99917	5557.003	5956	8362.9994	4948.003	5041.009	5346.004
LTC4S	2	6	2	2	3.000003	3	5	9	0	1	6	3
LTF	0	2	0	0	0	0	0	2	0	0	0	1
LTK	9	11	3	11	18.00002	39.999967	25.99999	30	11	4	11	2
LTN1	2737.003513362	3815.0043	4093.99994665	3582.00084819	1896.9985	2356.995575947	2952.99631	2925.0027	3371.996495704	2489.9954	2678.999185298	3018.995325582
LTV1	1575	2042.98	1785	1750.98	941.987	1428.59	1044	1126	1910	1418	1156	1451.99
LTV1P1	0	0	0	0	0	0	0	0	0	0	0	0
LUADT1	0	9.87831	2.15356	0	2.22643	4.16426	8.14092	2.59768	0	0	0	0
LUC7L	631.9997	846.0011	710.0003	686.0001	378.0004	521.9997	310.9999	380.9995	828.0003	554.9997	449.99992	526.9999
LUC7L2	2442.975	3511.107	3795.405	3387.2806	1637.1461	2394.535	2209.3816	2166.735065	2619.052	1665.4003	1833.7848	2230.4688
LUC7L3	2414.004	3322.00117	3055.00493	2846.9998	1813.002	2567.00379	1597.004	1943.0032	2600.002	1927.0007	1668.9998	1918.0013
LUCAT1	22.54005	31.4686	21.00656	37.50322	13.82163	15.09098	36.44809	24.74366	7.22395	22.61623	19.38677	15.70928
LUM	12012	17294	30856	12764	9703	11955	10408	11888	9455	4588	7955	7846
LURAP1	110.011	197.615	103.866	114.095	84.989	98.4485	79.0908	84.7057	145.535	106.655	67.4147	103.29
LURAP1L	446	597	801	535	372	468	575	547	1243	681	994	1010
LURAP1L-AS1	0	1	2	4	0	0	3	3	1	0	0	5
LUZP1	7288.0031	10411.003	8908.002	7113.9994	5576.995	7592.8627	5277.9962	5929.999	8309.004	5380.0036	5248.9983	6091.0045
LUZP2	4.11206401106	5.04562174944	10.19670559231	5.0062203574	1.009270988555	0	1.00130164698	2.07589120966	25.0919544897	7.161570618769	1	9.02534
LUZP4	0	0	0	0	0	2	0	0	0	0	0	0
LUZP4P1	0	0	0	0	0	0	0	0	0	0	0	0
LUZP6	0	0	0	0	0	0	0	0	0	0	0	0
LVCAT1	110.559	114.707	131.556	62.3548	22.4541	27.3702	44.306	26.7035	20.614	12.7237	6	11.2276
LVRN	23.00000481007	10.000000621024	10.00000224064	18.0000112524	6.00000111119	6.00000109483	7.0000024471	10.00000225207	7.00000068984	8.0000000109579	11.000000359473	5.000000281589
LXN	12	11	7	13	240	290	291	359	452	254	232	272
LY6D	0	0	0	0	1	0	1	0	0	2	0	0
LY6E	3769.004023935	4988.99830003176	3496.97855	3271.99612	2283.9947399092	2881.99807	2877.002487499	3236.019	6814.87523	3759.00645001354	4835.00391059135	4830.97171
LY6G5B	63.4827	168.2047	105.4004	104.692	60.2526	95.7612	26.5963	26.5823	29.778	5.94069	6.50553	15.04924
LY6G5C	24	20	27	25	19	29	34	25	37	31	33	33
LY6G6C	0	0	0	0	1	2	0	0	0	0	0	2
LY6G6D	0	0	0	0	0	1.25336	2	0	2	0	0	0
LY6G6E	0	0	1.01129	0	0.869222	0	0	0	1.02205	0	1.02235	0
LY6G6F	0	0	0	0	0	0	0	1	0	0	0	0
LY6H	0	0	0	0	0	0	0	0	0	0	1	0
LY6K	719.2892	790.62451	427.37272	604.6098	16.000038	9.1412	16.64645	20.54921	700.6814	435.19222	447.8595	443.07393
LY75	7.23246	18.724	11.1632	12.3268	3.21656	0	1.01516	0	8.54886	5.73504	4.43657	5.79034
LY75-CD302	6.32645	8.91318	0	0	0	0	0	0	8.18523	6.68988	12.8469	6.51939
LY86	0	0	0	0	0	0	0	0	0	0	0	0
LY86-AS1	0	0	0	0	1	0	0	0	2	0	0	0
LY9	4	3	0	2.00147	9	8	1	3	2	1	0	3
LY96	396.9996	484.9996	595.9997	572.9998	377.9996	422.0001	815.0005	782	595.9998	434.9996	470.9998	528.0001
LYAR	855	975	837.0003	992	671	924.0004	766	982	925	668	584.9996	667.0002
LYARP1	0	0	0	0	0	0	0	0	0	0	0	0
LYG1	3	7	5	2	4	0	1	1	6	0	4	0
LYG2	1	7	3	2	1	0	0	0	0	0	0	0
LYL1	18	13	8	14	18	10	8	10	33	18	18	10
LYN	113.2104	149.8916	61.9289	79.2891	912.04	1128.991	744.492	886.95	477.751	318.187	175.3143	225.9825
LYNX1	344.99973	546.99932	263.00014	210.99971	944.000159	1205.00086	516.00017	471.99997	301.99953	114.00019	161.99995	167.99997
LYPD1	254.20932	313.1497	225.56514	300.29951	156.97242	233.163	409.55201	499.84538	487.20513	424.39857	589.98357	587.4427
LYPD2	0	0	0	3	0	0	0	0	0	0	0	0
LYPD3	13	7	2	11	4	17	13	20	39	19	16	21
LYPD4	2.06618	2.04542	1.00967	3.15639	0	1.0589	1.00056	3.00767	8	2.00094	1	3.00218
LYPD5	4	22.99995	11.0000444	3	2	0	5	4	14	11	16.99996	16
LYPD6	252	318	324	266.9996	445	514	491	670	1314	949	908	1057
LYPD6B	225	446.00011	273.00042	159.0002	358.0003	360.00005	322.99971	383.00033	1226.99966	747.00018	748.001	778.99984
LYPD8	0	0	0	0	0	0	0	0	0	0	0	0
LYPLA1	2172.99751	2583.99511	2805.9968	2594.7588	1386.0001	1828	2338.9963	2319.774	3846.0052	2614.93056	2715.097	2917.9963
LYPLA1P1	0	0	0	0	0	0	0	0	0	0	0	0
LYPLA1P2	0	0	1	0	0	0	0	0	1.0015	0	0	0
LYPLA1P3	0	0	0	1.24304	0	0	0	5.22665	0	4.0704	3.90244	0
LYPLA2	1370.8418	1694.99746	1223.0004	1566.99561	999.0004	1502.003	1828.0001	2184.8446	2101.0006	1347.9969	1368.99744	1512.0017
LYPLA2P1	1.16073	0	0	0	0	0	0	0	0	0	0	0
LYPLA2P2	0	0	0	0	0	0	0	2.15042	0	0	0	0
LYPLA2P3	0	0	0	0	0	0	0	0	0	0	0	0
LYPLAL1	293.9733	455	349.9842	346.8343	286.0004	299.898	487.0003	449.9995	431.967	311.9003	268.9701	301
LYPLAL1-AS1	3.02624	0	1.01563	3.16605	1	2.10118	1	2	2.03316	6.09932	1.0297	3
LYRM1	800.9655	1077.49337	996.0314	903.8544	458.42273	628.1674	760.17216	868.314	1163.31243	754.943997	830.67887	875.30073
LYRM2	2341.40446	3129.02723	3232.462	2827.38209	1398.22349	1717.79798	1822.82221	1920.17086	2517.51319	1717.526	1702.23636	2147.42481
LYRM4	1213.29339044811	1521.29666	1305.521741487	1278.46047	632.5388	851.01467	1043.83677	1216.29348	1549.38424	1031.54051	1168.837	1276.8656
LYRM5	466.60789098	690.4279	785.3437	468.2807	343.5487580265	350.5386	645.42899	609.86822	581.01485	430.9207	388.53946	554.8108
LYRM7	1216.70454	1770.73	2079.212	1733.09206	910.86317	1053.59	1248.4	1198.82	1196.09594	898.8377	1052.20332	1316
LYRM9	122.00022	194.9998	85.35012	59.999958	115.78776	136.50309	82.414216	116.92534	350.44963	171.99957	198.99975	139.8543
LYSMD1	287.0002	398.0005	358.99958	282.9997	218	285.0003	236.0004	266.9999	382.9997	223	294.0002	266.00039
LYSMD2	361.0003	484	369.9997	431	324.0005	335.0001	450.9993	465	418.9998	324.0003	255	328.9999
LYSMD3	2138.0043	2784.99861	3201.9971	2538.99726	1445.005	1837.9954	2780.00378	2616.99891	2329.99494	1621.001	1729.0009	2100.00468
LYSMD4	194.7725	247.1144	184.87128	213.2466361153	164.9943401919	240.0763	207.6229	196.17314324749	274.6001	191.29550300332	197.80314	180.13380985137
LYST	1033	1411.0000307396	1092.0029	872.00000534286	931.000411398	1130.00000019742	1010	1010.00386661	1080.004	712	764	830.9996
LYST-AS1	4	5.00515	1.13879	1.30041	1	1	1.00095	0	0	1	0	0
LYVE1	0	3	3	2.000001	3	2	4	3	0	1	0	1
LYZ	12.1223	7.39254	0	3.44511	6.11549	0	1.50029	2	2.83182	2.74476	2.0942	0
LYZL1	0	0	0	0	0	0	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0	0	0	0	0	0	0
LYZL4	0	0	0	0	0	0	0	0	1	0	0	0
LYZL6	0	0	0	0	0	0	0	0	0	0	0	0
LZIC	1455.0028	1835.995	1720.998	1617.999	1017.9997	1264	1214.9992	1305	1468.0001	1078	1103	1286
LZTFL1	849.00008	1136.0028	1215.99931	960.00035	675	795	850.00013	898.0002	932.00035	539.9998	664	775
LZTR1	3829	4811	3440	3579	2469	3385	2866	3304	3964	2435	2424	2576
LZTS1	301.3343	392.29	465.02	328.99500015211	172.262376	203.324	137.7925	141.364	659.900191	493.9999	386.9997	547.6643415
LZTS1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LZTS2	2302.944	3296.868	2138.935	2040.896	1395.906	1897.891	1631.8096	1802.9744	2892.929	1711.9813	1846.9905	1971.8987
M1AP	44.0251	50.1456	31.6582	26.00075	15.0006	16.062	15.0006	32.0737	11.0014	13.5693	2.00557	6.67183
M6PR	5217.16	6559.419	5374.14	5683.11	4475.42000200059	5905.6438	6374.175	7463.42000079748	7767.577	5657.66	5574.4400122857	6101.019
MAATS1	0	1	0	0	4	9	4	2	0	2	1	2
MAB21L1	401	640	528	491	1	3	1	1	1071	650	818.02	936
MAB21L2	0	0	0	0	1	2	0	1	1	0	0	0
MAB21L3	28.3255	31.162	33.4679	18.3055	12.5157	25.9987	6.45342	14.7225	9.88638	6.37663	8.69593	6.54934
MACC1	15.70856	39.99352	35.2104	14.5649	15.3405	18.4728	26.8255	26.0584	14.3271	22.2243	13.17401	26.452438
MACC1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MACF1	36726.8935214418	51343.90649	41549.55101	34675.5747	23720.22238	32001.97766	12084.98563	11745.847	17829.59961272	12144.7277	12980.75044	16886.7719
MACROD1	231	264	208	191	97	160	148	134	234	187	209	173
MACROD2	21.69471	41.67088	109.2513131722	54.70839	7	9.47514	11	12.91428	34.047715	25.94256	54.8709	74.51691
MACROD2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MACROD2-IT1	0	0	0	0	0	0	0	0	0	0	0	0
MAD1L1	1053	1260.997	943	1149.0001	683.9997	957	778	821.0005	1227.997	861	901	960.988
MAD2L1	646.281	651.215	499.275	985.418	244.975	349.902	358.236	320.506	1146.59	1019.39	715.628	1045.51
MAD2L1BP	883	1124.00597	770.00066	935.0004	625	927.0097	1105.00047	1215	1483.13896	898.99993	877.0013	940.0003
MAD2L2	740.9999	919.0002	719.9995	857.00045	383.9995	526.0002	560.0001	678.00006	1415.99804	917.00027	963.9997	1008.99976
MADCAM1	8	7	14	7	7.999995	3	2	6	19.99996	9	6	3
MADD	2332.000355	3074.99519	2610.99820058947	2410.998812011	1300.00030001204	1752.0000511277	1524.9996	1607.0002005929	2290.0009188247	1471.00000082849	1599.9997746175	1692.000193
MAEA	3314.00231	4266.99775	3810.0023	3621.9982	2187.99537	2965.00308	3277.9976	3624.99866	4658.9959	3194.99854	3272.0046	3454.0045
MAEL	0	0	1	0	2	0	5	1	0	0	0	0
MAF	3	3.02179	5.00529	1	0	1	0	2	10.0104	11.000041	7	9
MAF1	3716.001	4442.001	3150.998	3284.998	2179.003	2969.996	3331.998	3871.996	4567.001	2888	3058.999	3030.004
MAFA	0	1	0	0	1	3	0	0	1	0	1	0
MAFA-AS1	0	0	0	0	0	0	0	0	3	0	0	0
MAFB	517	815	626	487	17	26	36	17	689	434	561	707
MAFF	1577.52530601214	1855.6815	1880.973	2377.861	1233.268	1848.2553	1725.7057	2196.3456	2662.1465	1830.583	1794.2316	1982.9949
MAFG	1635.6	2222.004	1975.6852	1783.0042	1589.9322	2246.8565	1868.9971	2322.3912	2225.7206	1279.0041	1474.0011	1577.7744
MAFG-AS1	95.20321	110	85	113	63.00002	59.00004	67	120	149.0003	120	126	126.9999
MAFIP	0	3.14931	3.06729	0	0	0	0	0	12.4396	5.14901	6.26547	12.2495
MAFK	1341.8577	1558.5688	1476.8407	1458.988	1113.3455	1564.7868	1518.00052	1730.1409	1897.9766	1222.3451	1263.2009	1402.9539
MAFTRR	1.11296	6.12866	5.86612	1.17942	3.08415	0	1.80771	0	2	0	0	1.26964
MAG	0	0	0	0	0	2	0	0	0	0	0	0
MAGEA1	0	2	0	6	0	0	0	0	0	0	0	0
MAGEA10	31.3611	33.0918	47.1587	24.6897	14.7355	16.5097	19.8267	8.57814	17.991	18.0418	26.8386	10.0166
MAGEA11	3	9	9	15	0	0	0	0	0	0	0	0
MAGEA12	6	7	6	20	0	0	4	0	0	0	0	1
MAGEA13P	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA2	1	9	1	3	0	0	0	0	0	0	3	2
MAGEA2B	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA3	8.81761	2.01613	5.41896	5.27335	0	0	0	0	0	0	1	0
MAGEA4	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA5	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA6	2.182390288779	11.983900720978	7.5810400256777	8.72664954838	0	0	0	0	0	0	0	0
MAGEA7P	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA8	0	0	0	0	0	3	0	0	1	0	0	0
MAGEA8-AS1	0	1	0	0	0	0	0	0	0	0	0	0
MAGEA9	0	0	0	0	0	0.111391	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	1.88861	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB10	2.25049	6.65515	5.43456	4.04578	1.08669	8.51427	5.10557	4.22586	2.16139	2.01211	7.28757	2.65568
MAGEB16	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB17	2	1	0	2	0	0	0	0	2	0	0	0
MAGEB18	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0	1	0	0	1	0	0
MAGEB4	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB5	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0	0	0	0	0	0	1
MAGEB6P1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEC1	80	112.9997	72	77	0	2	0	3	2.000004	0	1	3
MAGEC2	315	286	289	292	0	0	0	2	1	0	0	2
MAGEC3	5	0	2	1	0	2	0	0	0	0	0	0
MAGED1	40217.742	54450.844	42930.9979	37546.991	23108.011	29414.038	30548.039	32659.9576	44637.974	23434.9652	32160.981	33494.886
MAGED2	10926.981	14463.917	12764.941	10859.97	6991.9515	8840.998	9998.983	10769.9498	13560.821	7986.8157	9553.808	10357.859
MAGED4	1.157950186426	267.4632	71.9909	115.937000045155	1.15004	3.1990200656827	3.11018	2.81723	99.6039	0.00331823	0.633325	0.7092
MAGED4B	3796.109	4401.694	4151.014	3919.071	2818.8475	3871.805	5509.889	5955.185	7021.397	3860.99	5523.368	5459.44
MAGEE1	264	358	140	161	184	245	145	172	426	228	191	171
MAGEE2	0	0	0	0	0	0	0	0	0	2	1	0
MAGEF1	1002	1364	1166	1000	644	803	658	871	1477	871	977	1037
MAGEH1	783	975	884	785	487	666	765	808	1407	949	971	1025
MAGEL2	5	14	8	5	0	0	0	0	49	20	19	37
MAGI1	2657.998	4087	3392.0014	2737.996	3018.99895	3741.00764	2624.99700006775	2508	2666.01872905	1815.00000340082	1744.9994	2108.00100732254
MAGI1-AS1	0	0	0	1	1	0	0	1	1	0	0	0
MAGI1-IT1	19.3678	17.7149	8.59216	13.0165	13.9021	7.43027	6	11.371	17.7078	6.21987	9.03579	11.6982
MAGI2	433.28421	749.671900229399	830.974300025978	619.95903	376.49064	414.57916871	412.3534	442.74879	658.605646	408.342770115475	489.59956	584.319100116037
MAGI2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MAGI2-AS2	0	0	1	0	0	0	0	0	0	0	0	0
MAGI2-AS3	570.8549	861.38218	834.63525	719.22825	470.34984	576.29717	607.69797	598.15974	1127.23583	841.41147	866.31258	867.36652
MAGI2-IT1	0	1	0	2	3	0	1	3	1	0	0	0
MAGI3	1111.2494	1524.0342	1358.015	1337.0192	618.000251	822.0114	555.0097	538.0022	844.054	571.6494	683.0007	723.0137
MAGIX	29.85279	37.2112	44.54315	36.00161	43.8964	34.88587	23.882359	36.83804	40.57238	35.90015	35.24876	35.13503
MAGOH	805.9997	1110.949	939.9998	961.9996	524.0003	697.9999	793	832	1338.987	816.0004	865.9881	975.9996
MAGOH2P	3	13.05121	6	7	0	0	0	9	2.0136	0	4.01165	2
MAGOH3P	0	2.12393	0	0	0	2.04568	0	0	0	0	0	0
MAGOHB	607.0006	880.8759	856.0001	800.9998	445.0002	583.9536	755.9999	854.9993	969.9999	753.0003	685.9997	799.0007
MAGT1	6734.457257	8772.1185	8878.8823	7308.93313	5853.393922	7138.7636	5094.6087	5246.9121	6029.7355	4301.24749	4580.473946	5664.52492
MAK	12.057619	20.6398	12.0302	14.05443	5.01087	25.063	13.03914	8.01372	6.00948	3.0083	7.02143	5.02255
MAK16	1648.58	2217.48	2632.1	2179.37	1111.78	1587.88	1654.47	1744.55	2246.17	1522.93	1611.43	1854.02
MAL	0	0	0	0	0	0	0	3	0	0	0	0
MAL2	0	3	1	1	0	9.999998	0	3.000003	3.999996	3	13.00002	24
MALAT1	46048.99146	89359.02306	79679.0016105568	56681.00058	43592.96646	47333.99641	38793.0266	46193.00524	26306.03837	16918.98339	15333.98102	17767.04506
MALL	22598.16	20944.78	17522.104	18655.523	19758.253	26226.881	31142.92	37875	17305.246	9870.83	11994.289	14737.301
MALRD1	0	0	0	0	0	0	0	0	3	2	0	2
MALSU1	1162.9	1376.4	1129.04	1222.58	933.082	1155.09	1342.78	1489.81	1714.61	1131.75	1105.4	1218.94
MALT1	5099	7031.34	8919.5	5922.96	2075.917	2660.22	2407.66	2374.58	4222.98	2680.64	2808	3135.95
MAMDC2	119.965	154.18	191.957	78	401.682	425.934	382.338	371.894	49.8382	19.7763	32.3704	24
MAMDC2-AS1	3.03453	5.0682	9.04262	5	2	4.06632	8.24323	6	4.16181	2.22365	4	0
MAMDC4	25.00003	20	31	15.0000468	10	12	9	5	9	3	3	4
MAML1	2026	2781	2195	2299	1184	1656	1299	1426	2249	1462	1550	1727
MAML2	3201.004	4662.998	4993.003	3642.003	1744.003	2206.005	1684.0035	1631.003	2143.022	1303.996	1656.016	1934
MAML3	243.952	310.999976	375	284.0000866648	58	85.86193	62.99996	49	129.001	81	98.00093	128
MAMLD1	812.9999	1334.001	1453.99503	973.9990387774	958.00018	1206	1089.00012859	1223	885	512.9998	666.000600537754	797
MAMSTR	53	68	54	89	42	74.00000961684	85	68	93	51	57	55.99999
MAN1A1	3802	4968	4782	4484	2623	3460	4604	4370	3068	2136	2172	2409
MAN1A2	5576.45	7562.04	7002.57	6195.32	3737.69	5026.81	5156.05	5653.81	7745.15	5177.66	5261	6026.14
MAN1A2P1	0	0	0	0	0	0	0	0	0	0	0	0
MAN1B1	4070.9978	9550.003	9224.998	7709.996	2985.9987	5715.001	4304.001	4818.995	5421.004	4754.998	6181.004	6474.996
MAN1B1-AS1	70.4918	135.074	184.952	133.784	36.7744	48.8314	78.9036	120.434	139.996	129.956	104.694	137.695
MAN1C1	107.97985	175.5727	200.1906	88.1994	48.8384	47.6381	57.173470501696	55.88611	203.7956	86.10148	194.6207	191.6293
MAN2A1	5796	8294	8628	6953	2889	4247	4318	4853	7686	5242	5801	6633
MAN2A2	1379.375	1890.782	811.933	782.505	1111.465	1488.563	431.557	432.7477	1358.998	744.061	553.149	592.163
MAN2B1	1773.72	2092.09	2144.76	1344.0955	818.987	1023.93	185.326	174.472	1059	571.74	804.949	900.273
MAN2B2	4142.57	5425.74	6186.5	3740.86	2637.08	3046.29	764.799	777.687	2777.66	1534.02	2059.26	2357.46
MAN2C1	888.1711	1217.7918	1214.201763	1150.3577	505.8079	499.3618	611.938	602.6484	693.778500072196	357.56574	523.666	458.943
MANBA	1380	1972	1669	1111	1761	2204.9989	1764.9973	1855	3548	2034	2567	2679
MANBAL	2725.0028	3466.9919	2730.157	2909.9982	1669.84673	2254.3213	2615.92	3059.9976	4371.31	2609.33122	2747.9932	2951.994
MANEA	1186.00140001098	1479.00220010507	1527.0014	1240.999785445	914.999939086	1113.995204827	1837.0031	1602.995631	1153.9971	767.0000192567	835.999900041865	1003.00042
MANEA-AS1	0	1	0	3	1	0	0	1	0	1	1	1
MANEAL	59.00007	48.5994	19.784	37	112.41745	177.0518	106.99996	130.9999381606	94	84	59.00008	36.99997
MANF	4161	4970	3081	3624	2774	3861	3731	4217	4628	2989	2978	3087
MANSC1	671.801	884.028	1082.212	974.793	511.1209	589.8958	884.989	898.001	817.806	517.368	846.894	940.17
MANSC4	2	0	1	0	0	0	0	1	0	0	0	0
MAOA	6	7	11	4	2	1	3	0	6	0	7	14.00003
MAOB	0	1	0	0	0	0	1	0	0	0	0	0
MAP10	99	167	121	114	37	43	44	50	149	79	67	113
MAP1A	39579.967	50859.95	39695.975	34138.029	29962	38300.97	11817.999	10513.032	17834.006	11527.991	12912.998	15842.029
MAP1B	60405	86607.9	67405.2	54295	48483.9	60354.3	19434	17096	42560	27192	32051	40099
MAP1LC3A	701.0004	927.9995	697.9999	619.0002	496	608.9994	649.0008	673.0002	991.0005	486.00022	663.9997	677.9996
MAP1LC3B	12507.973	17146.9318	12399.2333	12354.6139	12877.4857	17615.623	15969.3987	18809.4086	18462.9339	12063.0673	10716.3521	11678.9623
MAP1LC3B2	179.014	308.059	187.78	166.386	96.4927	118.368	147.648	95.5721	333.111	209.928	222.671	223.067
MAP1LC3BP1	0	1	1	3	0	0	0	5	1	1	0	1
